Character,Item,Position,PickRate,Timing,Count
Bloodseeker,Enchanted Mango,Semi Support,0.5,Start,1
Bloodseeker,Boots of Speed,Semi Support,0.8,Early Game,1
Bloodseeker,Wraith Band,Semi Support,0.6,Early Game,1
Bloodseeker,Phase Boots,Semi Support,0.4,Early Game,1
Bloodseeker,Magic Wand,Semi Support,0.4,Early Game,1
Bloodseeker,Ring of Basilius,Semi Support,0.2,Early Game,1
Bloodseeker,Arcane Boots,Semi Support,0.2,Early Game,1
Bloodseeker,Blade Mail,Semi Support,0.2,Early Game,1
Bloodseeker,Wind Lace,Semi Support,0.2,Early Game,1
Bloodseeker,Phase Boots,Semi Support,0.67,Mid Game,1
Bloodseeker,Dagon,Semi Support,0.33,Mid Game,1
Bloodseeker,Dagon,Semi Support,0.33,Mid Game,1
Bloodseeker,Dagon,Semi Support,0.33,Mid Game,1
Bloodseeker,Dagon,Semi Support,0.33,Mid Game,1
Bloodseeker,Dagon,Semi Support,0.33,Mid Game,1
Bloodseeker,Eul's Scepter of Divinity,Semi Support,0.33,Mid Game,1
Bloodseeker,Veil of Discord,Semi Support,0.33,Mid Game,1
Bloodseeker,Maelstrom,Semi Support,0.33,Mid Game,1
Bloodseeker,Aghanim's Scepter,Semi Support,0.33,Mid Game,1
Bloodseeker,Gleipnir,Semi Support,0.33,Mid Game,1
Bloodseeker,Linken's Sphere,Semi Support,1.0,Late Game,1
Bloodseeker,Iron Branch,Full Support,0.75,Start,1
Bloodseeker,Tango,Full Support,0.63,Start,1
Bloodseeker,Quelling Blade,Full Support,0.5,Start,1
Bloodseeker,Circlet,Full Support,0.38,Start,1
Bloodseeker,Blood Grenade,Full Support,0.25,Start,1
Bloodseeker,Magic Wand,Full Support,0.25,Start,1
Bloodseeker,Slippers of Agility,Full Support,0.25,Start,1
Bloodseeker,Magic Stick,Full Support,0.25,Start,1
Bloodseeker,Sentry Ward,Full Support,0.13,Start,1
Bloodseeker,Faerie Fire,Full Support,0.13,Start,1
Bloodseeker,Enchanted Mango,Full Support,0.13,Start,1
Bloodseeker,Orb of Venom,Full Support,0.13,Start,1
Bloodseeker,Observer and Sentry Wards,Full Support,0.13,Start,1
Bloodseeker,Gloves of Haste,Full Support,0.13,Start,1
Bloodseeker,Boots of Speed,Full Support,0.67,Early Game,1
Bloodseeker,Phase Boots,Full Support,0.44,Early Game,1
Bloodseeker,Magic Wand,Full Support,0.44,Early Game,1
Bloodseeker,Wraith Band,Full Support,0.33,Early Game,1
Bloodseeker,Wind Lace,Full Support,0.22,Early Game,1
Bloodseeker,Arcane Boots,Full Support,0.11,Early Game,1
Bloodseeker,Ring of Basilius,Full Support,0.11,Early Game,1
Bloodseeker,Orb of Corrosion,Full Support,0.11,Early Game,1
Bloodseeker,Soul Ring,Full Support,0.11,Early Game,1
Bloodseeker,Black King Bar,Full Support,0.57,Mid Game,1
Bloodseeker,Radiance,Full Support,0.43,Mid Game,1
Bloodseeker,Aghanim's Scepter,Full Support,0.43,Mid Game,1
Bloodseeker,Maelstrom,Full Support,0.43,Mid Game,1
Bloodseeker,Aghanim's Shard,Full Support,0.29,Mid Game,1
Bloodseeker,Mjollnir,Full Support,0.29,Mid Game,1
Bloodseeker,Lotus Orb,Full Support,0.14,Mid Game,1
Bloodseeker,Eul's Scepter of Divinity,Full Support,0.14,Mid Game,1
Bloodseeker,Rod of Atos,Full Support,0.14,Mid Game,1
Bloodseeker,Wind Lace,Full Support,0.14,Mid Game,1
Bloodseeker,Revenant's Brooch,Full Support,0.14,Mid Game,1
Bloodseeker,Tranquil Boots,Full Support,0.14,Mid Game,1
Bloodseeker,Drum of Endurance,Full Support,0.14,Mid Game,1
Bloodseeker,Gleipnir,Full Support,0.14,Mid Game,1
Bloodseeker,Helm of Iron Will,Full Support,0.14,Mid Game,1
Bloodseeker,Eternal Shroud,Full Support,0.14,Mid Game,1
Bloodseeker,Veil of Discord,Full Support,0.14,Mid Game,1
Bloodseeker,Hand of Midas,Full Support,0.14,Mid Game,1
Bloodseeker,Power Treads,Full Support,0.14,Mid Game,1
Bloodseeker,Shiva's Guard,Full Support,0.67,Late Game,1
Bloodseeker,Veil of Discord,Full Support,0.33,Late Game,1
Bloodseeker,Boots of Bearing,Full Support,0.33,Late Game,1
Bloodseeker,Aghanim's Scepter,Full Support,0.33,Late Game,1
Bloodseeker,Scythe of Vyse,Full Support,0.33,Late Game,1
Bloodseeker,Black King Bar,Full Support,0.33,Late Game,1
Crystal Maiden,Tango,Carry,0.73,Start,1
Crystal Maiden,Enchanted Mango,Carry,0.73,Start,1
Crystal Maiden,Blood Grenade,Carry,0.64,Start,1
Crystal Maiden,Clarity,Carry,0.64,Start,1
Crystal Maiden,Iron Branch,Carry,0.55,Start,1
Crystal Maiden,Sentry Ward,Carry,0.45,Start,1
Crystal Maiden,Magic Stick,Carry,0.36,Start,1
Crystal Maiden,Observer and Sentry Wards,Carry,0.27,Start,1
Crystal Maiden,Faerie Fire,Carry,0.18,Start,1
Crystal Maiden,Boots of Speed,Carry,0.67,Early Game,1
Crystal Maiden,Tranquil Boots,Carry,0.58,Early Game,1
Crystal Maiden,Magic Wand,Carry,0.5,Early Game,1
Crystal Maiden,Null Talisman,Carry,0.25,Early Game,1
Crystal Maiden,Wind Lace,Carry,0.25,Early Game,1
Crystal Maiden,Ring of Basilius,Carry,0.17,Early Game,1
Crystal Maiden,Force Staff,Carry,0.3,Mid Game,1
Crystal Maiden,Drum of Endurance,Carry,0.2,Mid Game,1
Crystal Maiden,Glimmer Cape,Carry,0.2,Mid Game,1
Crystal Maiden,Tranquil Boots,Carry,0.1,Mid Game,1
Crystal Maiden,Null Talisman,Carry,0.1,Mid Game,1
Crystal Maiden,Yasha,Carry,0.1,Mid Game,1
Crystal Maiden,Dragon Lance,Carry,0.1,Mid Game,1
Crystal Maiden,Manta Style,Carry,0.1,Mid Game,1
Crystal Maiden,Blink Dagger,Carry,0.1,Mid Game,1
Crystal Maiden,Guardian Greaves,Carry,0.1,Mid Game,1
Crystal Maiden,Sange,Carry,0.1,Mid Game,1
Crystal Maiden,Wind Lace,Carry,0.1,Mid Game,1
Crystal Maiden,Solar Crest,Carry,0.1,Mid Game,1
Crystal Maiden,Boots of Bearing,Carry,0.1,Mid Game,1
Crystal Maiden,Ghost Scepter,Carry,0.1,Mid Game,1
Crystal Maiden,Magic Wand,Carry,0.1,Mid Game,1
Crystal Maiden,Aghanim's Scepter,Carry,0.33,Late Game,1
Crystal Maiden,Boots of Bearing,Carry,0.33,Late Game,1
Crystal Maiden,Monkey King Bar,Carry,0.33,Late Game,1
Crystal Maiden,Tango,Mid,1.0,Start,1
Crystal Maiden,Observer Ward,Mid,0.67,Start,1
Crystal Maiden,Iron Branch,Mid,0.67,Start,1
Crystal Maiden,Faerie Fire,Mid,0.33,Start,1
Crystal Maiden,Mantle of Intelligence,Mid,0.33,Start,1
Crystal Maiden,Circlet,Mid,0.33,Start,1
Crystal Maiden,Enchanted Mango,Mid,0.33,Start,1
Crystal Maiden,Observer and Sentry Wards,Mid,0.33,Start,1
Crystal Maiden,Sentry Ward,Mid,0.33,Start,1
Crystal Maiden,Wind Lace,Mid,1.0,Early Game,1
Crystal Maiden,Boots of Speed,Mid,1.0,Early Game,1
Crystal Maiden,Null Talisman,Mid,0.67,Early Game,1
Crystal Maiden,Tranquil Boots,Mid,0.67,Early Game,1
Crystal Maiden,Hand of Midas,Mid,0.33,Early Game,1
Crystal Maiden,Kaya,Mid,0.33,Early Game,1
Crystal Maiden,Magic Wand,Mid,0.33,Early Game,1
Crystal Maiden,Bottle,Mid,0.33,Early Game,1
Crystal Maiden,Aghanim's Shard,Mid,0.67,Mid Game,1
Crystal Maiden,Null Talisman,Mid,0.33,Mid Game,1
Crystal Maiden,Ghost Scepter,Mid,0.33,Mid Game,1
Crystal Maiden,Aether Lens,Mid,0.33,Mid Game,1
Crystal Maiden,Yasha and Kaya,Mid,0.33,Mid Game,1
Crystal Maiden,Boots of Bearing,Mid,0.33,Mid Game,1
Crystal Maiden,Boots of Bearing,Mid,1.0,Late Game,1
Crystal Maiden,Octarine Core,Mid,1.0,Late Game,1
Crystal Maiden,Ethereal Blade,Mid,1.0,Late Game,1
Crystal Maiden,Iron Branch,Off Lane,1.0,Start,1
Crystal Maiden,Sentry Ward,Off Lane,0.67,Start,1
Crystal Maiden,Tango,Off Lane,0.67,Start,1
Crystal Maiden,Mantle of Intelligence,Off Lane,0.67,Start,1
Crystal Maiden,Circlet,Off Lane,0.67,Start,1
Crystal Maiden,Magic Stick,Off Lane,0.33,Start,1
Crystal Maiden,Blood Grenade,Off Lane,0.33,Start,1
Crystal Maiden,Faerie Fire,Off Lane,0.33,Start,1
Crystal Maiden,Magic Wand,Off Lane,1.0,Early Game,1
Crystal Maiden,Boots of Speed,Off Lane,1.0,Early Game,1
Crystal Maiden,Null Talisman,Off Lane,0.67,Early Game,1
Crystal Maiden,Tranquil Boots,Off Lane,0.67,Early Game,1
Crystal Maiden,Wraith Band,Off Lane,0.33,Early Game,1
Crystal Maiden,Power Treads,Off Lane,0.33,Early Game,1
Crystal Maiden,Falcon Blade,Off Lane,0.33,Early Game,1
Crystal Maiden,Wind Lace,Off Lane,0.33,Early Game,1
Crystal Maiden,Bracer,Off Lane,0.33,Mid Game,1
Crystal Maiden,Wraith Band,Off Lane,0.33,Mid Game,1
Crystal Maiden,Drum of Endurance,Off Lane,0.33,Mid Game,1
Crystal Maiden,Boots of Bearing,Off Lane,0.33,Mid Game,1
Crystal Maiden,Aghanim's Shard,Off Lane,0.33,Mid Game,1
Crystal Maiden,Aghanim's Scepter,Off Lane,0.33,Mid Game,1
Crystal Maiden,Tango,Semi Support,0.92,Start,1
Crystal Maiden,Blood Grenade,Semi Support,0.87,Start,1
Crystal Maiden,Sentry Ward,Semi Support,0.7,Start,1
Crystal Maiden,Enchanted Mango,Semi Support,0.59,Start,1
Crystal Maiden,Iron Branch,Semi Support,0.41,Start,2
Crystal Maiden,Magic Stick,Semi Support,0.41,Start,1
Crystal Maiden,Observer and Sentry Wards,Semi Support,0.35,Start,1
Crystal Maiden,Circlet,Semi Support,0.25,Start,1
Crystal Maiden,Iron Branch,Semi Support,0.24,Start,1
Crystal Maiden,Faerie Fire,Semi Support,0.23,Start,1
Crystal Maiden,Clarity,Semi Support,0.16,Start,1
Crystal Maiden,Boots of Speed,Semi Support,0.87,Early Game,1
Crystal Maiden,Wind Lace,Semi Support,0.68,Early Game,1
Crystal Maiden,Null Talisman,Semi Support,0.24,Early Game,1
Crystal Maiden,Magic Wand,Semi Support,0.72,Early Game,1
Crystal Maiden,Bracer,Semi Support,0.21,Early Game,1
Crystal Maiden,Tranquil Boots,Semi Support,0.87,Early Game,1
Crystal Maiden,Arcane Boots,Semi Support,0.1,Early Game,1
Crystal Maiden,Pavise,Semi Support,0.22,Mid Game,1
Crystal Maiden,Solar Crest,Semi Support,0.23,Mid Game,1
Crystal Maiden,Drum of Endurance,Semi Support,0.44,Mid Game,1
Crystal Maiden,Aether Lens,Semi Support,0.18,Mid Game,1
Crystal Maiden,Force Staff,Semi Support,0.38,Mid Game,1
Crystal Maiden,Glimmer Cape,Semi Support,0.55,Mid Game,1
Crystal Maiden,Bottle,Semi Support,0.17,Mid Game,1
Crystal Maiden,Aghanim's Shard,Semi Support,0.44,Mid Game,1
Crystal Maiden,Blink Dagger,Semi Support,0.33,Mid Game,1
Crystal Maiden,Ghost Scepter,Semi Support,0.28,Mid Game,1
Crystal Maiden,Black King Bar,Semi Support,0.42,Mid Game,1
Crystal Maiden,Boots of Bearing,Semi Support,0.33,Mid Game,1
Crystal Maiden,Aghanim's Scepter,Semi Support,0.57,Mid Game,1
Crystal Maiden,Scythe of Vyse,Semi Support,0.25,Late Game,1
Crystal Maiden,Hurricane Pike,Semi Support,1.0,Late Game,1
Drow Ranger,Iron Branch,Mid,0.94,Start,1
Drow Ranger,Tango,Mid,0.63,Start,1
Drow Ranger,Circlet,Mid,0.56,Start,1
Drow Ranger,Slippers of Agility,Mid,0.56,Start,1
Drow Ranger,Observer Ward,Mid,0.38,Start,1
Drow Ranger,Faerie Fire,Mid,0.31,Start,1
Drow Ranger,Magic Wand,Mid,0.19,Start,1
Drow Ranger,Magic Stick,Mid,0.13,Start,1
Drow Ranger,Enchanted Mango,Mid,0.13,Start,1
Drow Ranger,Power Treads,Mid,0.94,Early Game,1
Drow Ranger,Boots of Speed,Mid,0.75,Early Game,1
Drow Ranger,Wraith Band,Mid,0.63,Early Game,1
Drow Ranger,Falcon Blade,Mid,0.44,Early Game,1
Drow Ranger,Magic Wand,Mid,0.38,Early Game,1
Drow Ranger,Dragon Lance,Mid,0.31,Early Game,1
Drow Ranger,Hand of Midas,Mid,0.13,Early Game,1
Drow Ranger,Null Talisman,Mid,0.13,Early Game,1
Drow Ranger,Dragon Lance,Mid,0.69,Mid Game,1
Drow Ranger,Hurricane Pike,Mid,0.63,Mid Game,1
Drow Ranger,Shadow Blade,Mid,0.5,Mid Game,1
Drow Ranger,Yasha,Mid,0.38,Mid Game,1
Drow Ranger,Silver Edge,Mid,0.31,Mid Game,1
Drow Ranger,Butterfly,Mid,0.19,Mid Game,1
Drow Ranger,Daedalus,Mid,0.19,Mid Game,1
Drow Ranger,Crystalys,Mid,0.19,Mid Game,1
Drow Ranger,Wind Lace,Mid,0.19,Mid Game,1
Drow Ranger,Black King Bar,Mid,0.13,Mid Game,1
Drow Ranger,Linken's Sphere,Mid,0.13,Mid Game,1
Drow Ranger,Sange and Yasha,Mid,0.13,Mid Game,1
Drow Ranger,Manta Style,Mid,0.13,Mid Game,1
Drow Ranger,Force Staff,Mid,0.13,Mid Game,1
Drow Ranger,Butterfly,Mid,0.5,Late Game,1
Drow Ranger,Silver Edge,Mid,0.25,Late Game,1
Drow Ranger,Black King Bar,Mid,0.25,Late Game,1
Drow Ranger,Daedalus,Mid,0.25,Late Game,1
Drow Ranger,Crystalys,Mid,0.25,Late Game,1
Drow Ranger,Iron Branch,Off Lane,0.92,Start,1
Drow Ranger,Circlet,Off Lane,0.5,Start,1
Drow Ranger,Tango,Off Lane,0.5,Start,1
Drow Ranger,Magic Wand,Off Lane,0.42,Start,1
Drow Ranger,Slippers of Agility,Off Lane,0.33,Start,1
Drow Ranger,Quelling Blade,Off Lane,0.17,Start,1
Drow Ranger,Power Treads,Off Lane,1.0,Early Game,1
Drow Ranger,Boots of Speed,Off Lane,0.58,Early Game,1
Drow Ranger,Wraith Band,Off Lane,0.5,Early Game,1
Drow Ranger,Falcon Blade,Off Lane,0.42,Early Game,1
Drow Ranger,Dragon Lance,Off Lane,0.33,Early Game,1
Drow Ranger,Magic Wand,Off Lane,0.25,Early Game,1
Drow Ranger,Null Talisman,Off Lane,0.17,Early Game,1
Drow Ranger,Hurricane Pike,Off Lane,0.82,Mid Game,1
Drow Ranger,Yasha,Off Lane,0.64,Mid Game,1
Drow Ranger,Dragon Lance,Off Lane,0.45,Mid Game,1
Drow Ranger,Manta Style,Off Lane,0.36,Mid Game,1
Drow Ranger,Force Staff,Off Lane,0.27,Mid Game,1
Drow Ranger,Aghanim's Shard,Off Lane,0.27,Mid Game,1
Drow Ranger,Hand of Midas,Off Lane,0.18,Mid Game,1
Drow Ranger,Sange and Yasha,Off Lane,0.18,Mid Game,1
Drow Ranger,Aghanim's Scepter,Off Lane,0.18,Mid Game,1
Drow Ranger,Daedalus,Off Lane,0.33,Late Game,1
Drow Ranger,Scythe of Vyse,Off Lane,0.33,Late Game,1
Drow Ranger,Blink Dagger,Off Lane,0.33,Late Game,1
Drow Ranger,Aghanim's Shard,Off Lane,0.33,Late Game,1
Drow Ranger,Swift Blink,Off Lane,0.33,Late Game,1
Drow Ranger,Iron Branch,Semi Support,0.83,Start,1
Drow Ranger,Boots of Speed,Semi Support,0.33,Start,1
Drow Ranger,Blood Grenade,Semi Support,0.33,Start,1
Drow Ranger,Magic Wand,Semi Support,0.33,Start,1
Drow Ranger,Circlet,Semi Support,0.17,Start,1
Drow Ranger,Tango,Semi Support,0.17,Start,1
Drow Ranger,Blight Stone,Semi Support,0.17,Start,1
Drow Ranger,Observer and Sentry Wards,Semi Support,0.17,Start,1
Drow Ranger,Faerie Fire,Semi Support,0.17,Start,1
Drow Ranger,Enchanted Mango,Semi Support,0.17,Start,1
Drow Ranger,Wraith Band,Semi Support,0.5,Early Game,1
Drow Ranger,Boots of Speed,Semi Support,0.5,Early Game,1
Drow Ranger,Power Treads,Semi Support,0.5,Early Game,1
Drow Ranger,Magic Wand,Semi Support,0.17,Early Game,1
Drow Ranger,Pavise,Semi Support,0.17,Early Game,1
Drow Ranger,Hand of Midas,Semi Support,0.17,Early Game,1
Drow Ranger,Power Treads,Semi Support,0.5,Mid Game,1
Drow Ranger,Dragon Lance,Semi Support,0.33,Mid Game,1
Drow Ranger,Aghanim's Shard,Semi Support,0.17,Mid Game,1
Drow Ranger,Falcon Blade,Semi Support,0.17,Mid Game,1
Drow Ranger,Shadow Blade,Semi Support,0.17,Mid Game,1
Drow Ranger,Hand of Midas,Semi Support,0.17,Mid Game,1
Drow Ranger,Solar Crest,Semi Support,0.17,Mid Game,1
Drow Ranger,Hurricane Pike,Semi Support,0.17,Mid Game,1
Drow Ranger,Vladmir's Offering,Semi Support,0.17,Mid Game,1
Drow Ranger,Wind Lace,Semi Support,0.17,Mid Game,1
Drow Ranger,Yasha,Semi Support,0.17,Mid Game,1
Drow Ranger,Wraith Band,Semi Support,0.17,Mid Game,1
Drow Ranger,Aghanim's Shard,Semi Support,1.0,Late Game,1
Drow Ranger,Butterfly,Semi Support,1.0,Late Game,1
Drow Ranger,Black King Bar,Semi Support,1.0,Late Game,1
Drow Ranger,Crystalys,Semi Support,1.0,Late Game,1
Drow Ranger,Shadow Blade,Semi Support,1.0,Late Game,1
Drow Ranger,Silver Edge,Semi Support,1.0,Late Game,1
Drow Ranger,Iron Branch,Full Support,0.91,Start,1
Drow Ranger,Magic Wand,Full Support,0.51,Start,1
Drow Ranger,Circlet,Full Support,0.29,Start,1
Drow Ranger,Tango,Full Support,0.27,Start,1
Drow Ranger,Slippers of Agility,Full Support,0.18,Start,1
Drow Ranger,Magic Stick,Full Support,0.15,Start,1
Drow Ranger,Power Treads,Full Support,0.62,Early Game,1
Drow Ranger,Boots of Speed,Full Support,0.58,Early Game,1
Drow Ranger,Falcon Blade,Full Support,0.36,Early Game,1
Drow Ranger,Wraith Band,Full Support,0.25,Early Game,1
Drow Ranger,Wind Lace,Full Support,0.23,Early Game,1
Drow Ranger,Hand of Midas,Full Support,0.19,Early Game,1
Drow Ranger,Dragon Lance,Full Support,0.11,Early Game,1
Drow Ranger,Dragon Lance,Full Support,0.63,Mid Game,1
Drow Ranger,Hurricane Pike,Full Support,0.57,Mid Game,1
Drow Ranger,Yasha,Full Support,0.39,Mid Game,1
Drow Ranger,Power Treads,Full Support,0.29,Mid Game,1
Drow Ranger,Shadow Blade,Full Support,0.29,Mid Game,1
Drow Ranger,Aghanim's Shard,Full Support,0.22,Mid Game,1
Drow Ranger,Manta Style,Full Support,0.2,Mid Game,1
Drow Ranger,Force Staff,Full Support,0.16,Mid Game,1
Drow Ranger,Butterfly,Full Support,0.14,Mid Game,1
Drow Ranger,Hand of Midas,Full Support,0.14,Mid Game,1
Drow Ranger,Silver Edge,Full Support,0.12,Mid Game,1
Drow Ranger,Daedalus,Full Support,0.33,Late Game,1
Drow Ranger,Crystalys,Full Support,0.33,Late Game,1
Drow Ranger,Silver Edge,Full Support,0.33,Late Game,1
Drow Ranger,Aghanim's Scepter,Full Support,0.17,Late Game,1
Drow Ranger,Black King Bar,Full Support,0.17,Late Game,1
Earthshaker,Tango,Carry,0.9,Start,1
Earthshaker,Iron Branch,Carry,0.85,Start,1
Earthshaker,Quelling Blade,Carry,0.55,Start,1
Earthshaker,Magic Stick,Carry,0.5,Start,1
Earthshaker,Gauntlets of Strength,Carry,0.45,Start,1
Earthshaker,Circlet,Carry,0.4,Start,1
Earthshaker,Faerie Fire,Carry,0.2,Start,1
Earthshaker,Enchanted Mango,Carry,0.1,Start,1
Earthshaker,Boots of Speed,Carry,0.86,Early Game,1
Earthshaker,Power Treads,Carry,0.71,Early Game,1
Earthshaker,Magic Wand,Carry,0.67,Early Game,1
Earthshaker,Blink Dagger,Carry,0.43,Early Game,1
Earthshaker,Bracer,Carry,0.43,Early Game,1
Earthshaker,Null Talisman,Carry,0.29,Early Game,1
Earthshaker,Wind Lace,Carry,0.14,Early Game,1
Earthshaker,Arcane Boots,Carry,0.14,Early Game,1
Earthshaker,Aghanim's Scepter,Carry,0.62,Mid Game,1
Earthshaker,Black King Bar,Carry,0.48,Mid Game,1
Earthshaker,Blink Dagger,Carry,0.48,Mid Game,1
Earthshaker,Octarine Core,Carry,0.38,Mid Game,1
Earthshaker,Aghanim's Shard,Carry,0.29,Mid Game,1
Earthshaker,Crystalys,Carry,0.14,Mid Game,1
Earthshaker,Sange,Carry,0.14,Mid Game,1
Earthshaker,Daedalus,Carry,0.33,Late Game,1
Earthshaker,Wind Waker,Carry,0.33,Late Game,1
Earthshaker,Eul's Scepter of Divinity,Carry,0.33,Late Game,1
Earthshaker,Tango,Off Lane,0.83,Start,1
Earthshaker,Quelling Blade,Off Lane,0.61,Start,1
Earthshaker,Gauntlets of Strength,Off Lane,0.45,Start,1
Earthshaker,Circlet,Off Lane,0.44,Start,1
Earthshaker,Magic Stick,Off Lane,0.42,Start,1
Earthshaker,Iron Branch,Off Lane,0.41,Start,2
Earthshaker,Iron Branch,Off Lane,0.26,Start,1
Earthshaker,Iron Branch,Off Lane,0.21,Start,3
Earthshaker,Gauntlets of Strength,Off Lane,0.14,Start,2
Earthshaker,Enchanted Mango,Off Lane,0.12,Start,1
Earthshaker,Faerie Fire,Off Lane,0.1,Start,1
Earthshaker,Bracer,Off Lane,0.48,Early Game,1
Earthshaker,Boots of Speed,Off Lane,0.95,Early Game,1
Earthshaker,Ring of Basilius,Off Lane,0.11,Early Game,1
Earthshaker,Null Talisman,Off Lane,0.11,Early Game,1
Earthshaker,Magic Wand,Off Lane,0.75,Early Game,1
Earthshaker,Soul Ring,Off Lane,0.39,Early Game,1
Earthshaker,Arcane Boots,Off Lane,0.17,Early Game,1
Earthshaker,Phase Boots,Off Lane,0.21,Early Game,1
Earthshaker,Wind Lace,Off Lane,0.22,Early Game,1
Earthshaker,Power Treads,Off Lane,0.58,Early Game,1
Earthshaker,Blink Dagger,Off Lane,0.99,Mid Game,1
Earthshaker,Aghanim's Scepter,Off Lane,0.76,Mid Game,1
Earthshaker,Kaya,Off Lane,0.12,Mid Game,1
Earthshaker,Eul's Scepter of Divinity,Off Lane,0.16,Mid Game,1
Earthshaker,Aghanim's Shard,Off Lane,0.39,Mid Game,1
Earthshaker,Black King Bar,Off Lane,0.76,Mid Game,1
Earthshaker,Tiara of Selemene,Off Lane,0.34,Mid Game,1
Earthshaker,Crystalys,Off Lane,0.14,Mid Game,1
Earthshaker,Shadow Blade,Off Lane,0.12,Mid Game,1
Earthshaker,Octarine Core,Off Lane,0.61,Mid Game,1
Earthshaker,Daedalus,Off Lane,0.16,Mid Game,1
Earthshaker,Linken's Sphere,Off Lane,0.17,Mid Game,1
Earthshaker,Refresher Orb,Off Lane,0.54,Late Game,1
Earthshaker,Boots of Travel,Off Lane,0.45,Late Game,1
Earthshaker,Overwhelming Blink,Off Lane,0.56,Late Game,1
Earthshaker,Aeon Disk,Off Lane,0.29,Late Game,1
Earthshaker,Boots of Travel 2,Off Lane,0.44,Late Game,1
Earthshaker,Blood Grenade,Semi Support,0.69,Start,1
Earthshaker,Tango,Semi Support,0.58,Start,1
Earthshaker,Observer and Sentry Wards,Semi Support,0.49,Start,1
Earthshaker,Sentry Ward,Semi Support,0.47,Start,1
Earthshaker,Clarity,Semi Support,0.46,Start,1
Earthshaker,Boots of Speed,Semi Support,0.43,Start,1
Earthshaker,Wind Lace,Semi Support,0.24,Start,1
Earthshaker,Iron Branch,Semi Support,0.2,Start,2
Earthshaker,Magic Stick,Semi Support,0.2,Start,1
Earthshaker,Observer Ward,Semi Support,0.17,Start,1
Earthshaker,Enchanted Mango,Semi Support,0.16,Start,1
Earthshaker,Iron Branch,Semi Support,0.11,Start,1
Earthshaker,Boots of Speed,Semi Support,0.97,Early Game,1
Earthshaker,Ring of Basilius,Semi Support,0.66,Early Game,1
Earthshaker,Wind Lace,Semi Support,0.65,Early Game,1
Earthshaker,Arcane Boots,Semi Support,0.85,Early Game,1
Earthshaker,Magic Wand,Semi Support,0.39,Early Game,1
Earthshaker,Blink Dagger,Semi Support,0.99,Mid Game,1
Earthshaker,Aghanim's Shard,Semi Support,0.41,Mid Game,1
Earthshaker,Force Staff,Semi Support,0.31,Mid Game,1
Earthshaker,Eul's Scepter of Divinity,Semi Support,0.47,Mid Game,1
Earthshaker,Kaya,Semi Support,0.12,Mid Game,1
Earthshaker,Aether Lens,Semi Support,0.23,Mid Game,1
Earthshaker,Tiara of Selemene,Semi Support,0.24,Mid Game,1
Earthshaker,Ghost Scepter,Semi Support,0.12,Mid Game,1
Earthshaker,Shadow Blade,Semi Support,0.16,Mid Game,1
Earthshaker,Yasha and Kaya,Semi Support,0.14,Mid Game,1
Earthshaker,Octarine Core,Semi Support,0.42,Mid Game,1
Earthshaker,Refresher Orb,Semi Support,0.46,Late Game,1
Earthshaker,Black King Bar,Semi Support,0.29,Late Game,1
Earthshaker,Boots of Travel,Semi Support,0.33,Late Game,1
Earthshaker,Wind Waker,Semi Support,0.3,Late Game,1
Earthshaker,Tango,Full Support,0.8,Start,1
Earthshaker,Blood Grenade,Full Support,0.77,Start,1
Earthshaker,Sentry Ward,Full Support,0.62,Start,1
Earthshaker,Observer and Sentry Wards,Full Support,0.33,Start,1
Earthshaker,Iron Branch,Full Support,0.32,Start,2
Earthshaker,Clarity,Full Support,0.29,Start,1
Earthshaker,Enchanted Mango,Full Support,0.27,Start,1
Earthshaker,Magic Stick,Full Support,0.27,Start,1
Earthshaker,Wind Lace,Full Support,0.24,Start,1
Earthshaker,Boots of Speed,Full Support,0.22,Start,1
Earthshaker,Iron Branch,Full Support,0.16,Start,1
Earthshaker,Faerie Fire,Full Support,0.16,Start,1
Earthshaker,Boots of Speed,Full Support,0.94,Early Game,1
Earthshaker,Wind Lace,Full Support,0.59,Early Game,1
Earthshaker,Ring of Basilius,Full Support,0.55,Early Game,1
Earthshaker,Magic Wand,Full Support,0.5,Early Game,1
Earthshaker,Arcane Boots,Full Support,0.71,Early Game,1
Earthshaker,Blink Dagger,Full Support,0.97,Mid Game,1
Earthshaker,Aether Lens,Full Support,0.1,Mid Game,1
Earthshaker,Eul's Scepter of Divinity,Full Support,0.44,Mid Game,1
Earthshaker,Kaya,Full Support,0.12,Mid Game,1
Earthshaker,Aghanim's Shard,Full Support,0.39,Mid Game,1
Earthshaker,Force Staff,Full Support,0.35,Mid Game,1
Earthshaker,Tiara of Selemene,Full Support,0.19,Mid Game,1
Earthshaker,Aghanim's Scepter,Full Support,0.11,Mid Game,1
Earthshaker,Black King Bar,Full Support,0.17,Mid Game,1
Earthshaker,Glimmer Cape,Full Support,0.23,Mid Game,1
Earthshaker,Octarine Core,Full Support,0.38,Mid Game,1
Earthshaker,Ghost Scepter,Full Support,0.5,Late Game,1
Earthshaker,Refresher Orb,Full Support,0.5,Late Game,1
Earthshaker,Wind Waker,Full Support,1.0,Late Game,1
Earthshaker,Divine Rapier,Full Support,1.0,Late Game,1
Juggernaut,Quelling Blade,Mid,1.0,Start,1
Juggernaut,Circlet,Mid,1.0,Start,1
Juggernaut,Magic Stick,Mid,0.67,Start,1
Juggernaut,Tango,Mid,0.67,Start,1
Juggernaut,Iron Branch,Mid,0.67,Start,1
