Game,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1650000,610000,1760000,9000000,4120000
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,710000,2480000,3000000,890000,4110000000000005
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2140000,1200000,370000,400000,4099999.9999999995
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1420000,510000,2100000,7000000,4099999.9999999995
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2130000,1500000,5000000,420000,4099999.9999999995
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2450000,1260000,1000000,370000,49000000
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2570000,1520000,0,0,49000000
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2650000,16000000,4000000,330000,48000000
God of War II,PS2,2007,Action,Sony Computer Entertainment,2320000,4000000,4000000,1670000,47000000
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2350000,1280000,3000000,410000,46000000
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,120000,2260000,900000,770000,46000000
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2280000,1550000,160000,6000000,45000000
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1680000,1510000,510000,350000,45000000
Far Cry 4,PS4,2014,Shooter,Ubisoft,1120000,2120000,100000,690000,43000000
Star Fox 64,N64,1997,Shooter,Nintendo,2780000,580000,640000,4000000,43000000
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1380000,1870000,120000,650000,42000000
Golf,NES,1984,Sports,Nintendo,1220000,280000,2460000,4000000,41000000
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2150000,1200000,7000000,590000,41000000
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,920000,1780000,920000,370000,4000000
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2670000,890000,5000000,370000,3990000
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,28000000,1350000,0,540000,3980000
EA Sports Active,Wii,2009,Sports,Electronic Arts,2100000,1360000,6000000,400000,3920000
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1180000,1960000,8000000,700000,3920000
Donkey Kong Land,GB,1994,Platform,Nintendo,1970000,760000,17000000,110000,3910000
Tony Hawk's Underground,PS2,2003,Sports,Activision,2290000,1170000,1000000,420000,3900000
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1330000,1710000,130000,730000,3890000
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,670000,490000,2620000,110000,3890000
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1530000,1610000,6000000,670000,3880000
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1150000,29000000,0,640000,3880000
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,930000,1940000,310000,700000,3870000
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,100000,0,3770000,0,3870000
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2120000,1140000,100000,510000,3870000
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2480000,650000,3000000,690000,3850000
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,160000,1890000,1120000,680000,3850000
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,870000,1570000,15000000,350000,3840000
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2120000,1440000,220000,6000000,3840000
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2210000,960000,540000,130000,3830000
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2260000,480000,810000,270000,3830000
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,16000000,1930000,410000,430000,3820000
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1440000,1370000,730000,270000,3810000
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1490000,1580000,100000,610000,3790000
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1140000,1910000,270000,460000,3780000
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2400000,13000000,0,360000,3780000
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1820000,1240000,470000,250000,3770000
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1400000,1400000,100000,870000,3770000
Just Dance 2014,Wii,2013,Misc,Ubisoft,1980000,1470000,0,320000,3760000
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,23000000,1560000,0,170000,3760000
Super Paper Mario,Wii,2007,Platform,Nintendo,1980000,880000,590000,320000,3760000
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1370000,2000000,140000,220000,3730000
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,960000,2000000,210000,560000,3730000
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1300000,770000,1540000,110000,3720000
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1930000,1580000,0,190000,3710000
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,580000,2480000,4000000,590000,3700000
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1490000,730000,1380000,100000,3700000
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1300000,1510000,270000,610000,3690000
MySims,DS,2007,Simulation,Electronic Arts,1590000,1610000,8000000,410000,3690000
Friend Collection,DS,2009,Misc,Nintendo,0,0,3670000,0,3670000
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2130000,1180000,1000000,350000,3670000
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1650000,1220000,0,790000,3660000
Banjo-Kazooie,N64,1998,Platform,Nintendo,1870000,1130000,550000,100000,3650000
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2530000,810000,6000000,240000,3650000
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2330000,970000,0,350000,3650000
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,710000,1800000,400000,740000,3640000
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,28000000,19000000,150000,330000,3640000
Pokemon Snap,N64,1999,Simulation,Nintendo,2230000,680000,660000,6000000,3630000
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,600000,2460000,5000000,520000,3630000
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,5000000,0,640000,2930000,3630000
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1780000,1420000,5000000,380000,3630000
Resident Evil 4,PS2,2005,Action,Capcom,28000000,830000,460000,250000,3620000
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1280000,1610000,150000,570000,3610000
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1930000,1220000,3000000,440000,3610000
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,25000000,1400000,0,160000,3610000
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,22000000,1170000,0,420000,3610000
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1610000,1500000,100000,390000,3610000
Luigi's Mansion,GC,2001,Action,Nintendo,2380000,670000,460000,100000,3600000
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2180000,12000000,3000000,370000,3590000
WWF SmackDown!,PS,2000,Fighting,THQ,21000000,1350000,6000000,160000,3580000
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1570000,1790000,0,200000,3560000
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1560000,1400000,7000000,500000,3540000
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1230000,1770000,5000000,490000,3540000
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1660000,1580000,120000,180000,3540000
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1900000,1130000,100000,410000,3530000
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1980000,1140000,1000000,410000,3530000
Battlefield 4,X360,2013,Shooter,Electronic Arts,2140000,18000000,2000000,290000,3530000
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,710000,2400000,2000000,400000,3530000
Rugrats in Paris: The Movie,PS,2000,Action,THQ,1960000,1330000,0,230000,3520000
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2140000,1210000,1000000,170000,3520000
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2660000,500000,5000000,300000,3520000
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1220000,1660000,270000,380000,3520000
Resident Evil 5,X360,2009,Action,Capcom,2110000,940000,120000,340000,3510000
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1170000,500000,1750000,8000000,3510000
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2840000,390000,3000000,240000,3500000
Kung Fu,NES,1985,Action,Nintendo,1640000,380000,1420000,6000000,3500000
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2200000,970000,2000000,310000,3500000
Clubhouse Games,DS,2006,Misc,Nintendo,590000,1830000,730000,350000,3500000
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1940000,1220000,2000000,310000,3490000
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,29000000,12000000,4000000,320000,3480000
Guitar Hero: On Tour,DS,2008,Misc,Activision,2110000,11000000,1000000,350000,3480000
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2260000,890000,0,300000,3460000
Far Cry 3,PS3,2012,Shooter,Ubisoft,880000,1750000,100000,720000,3450000
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3440000,0,3440000
Borderlands,X360,2009,Shooter,Take-Two Interactive,2390000,730000,3000000,290000,3440000
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1550000,1270000,330000,290000,3440000
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1340000,1540000,170000,380000,3430000
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1820000,17000000,6000000,470000,3420000
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1130000,27000000,0,220000,3420000
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,860000,0,2550000,2000000,3420000
Spider-Man 2,PS2,2004,Action,Activision,1750000,1200000,2000000,430000,3410000
F-1 Race,GB,1990,Racing,Nintendo,1730000,690000,590000,400000,3410000
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,460000,2280000,5000000,610000,3400000
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1560000,1470000,190000,170000,3390000
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,23000000,13000000,0,320000,3380000
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,18000000,1350000,480000,470000,3380000
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1430000,940000,740000,270000,3380000
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2470000,760000,0,130000,3360000
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1900000,670000,730000,6000000,3360000
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,650000,1610000,820000,280000,3360000
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1630000,1530000,0,180000,3340000
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1900000,1140000,1000000,290000,3340000
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,990000,2320000,2000000,3330000
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1450000,1290000,120000,460000,3330000
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1440000,11000000,570000,300000,3330000
Mario Party 9,Wii,2012,Misc,Nintendo,1150000,1170000,760000,240000,3320000
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1470000,1390000,3000000,430000,3320000
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1990000,15000000,5000000,220000,3310000
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1500000,1280000,5000000,460000,3280000
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,800000,1920000,6000000,500000,3280000
Destiny,XOne,2014,Shooter,Activision,2130000,920000,0,230000,3280000
True Crime: Streets of LA,PS2,2003,Action,Activision,1890000,15000000,2000000,310000,3270000
Wii Music,Wii,2008,Misc,Nintendo,1360000,1130000,460000,320000,3270000
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,500000,1590000,310000,870000,3270000
Monster Hunter X,3DS,2015,Action,Capcom,250000,190000,2780000,4000000,3260000
Tekken,PS,1995,Fighting,Sony Computer Entertainment,950000,1300000,770000,220000,3240000
FIFA 16,XOne,2015,Sports,Electronic Arts,880000,2110000,0,230000,3230000
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1270000,1330000,120000,510000,3230000
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2330000,300000,0,590000,3220000
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,3000000,0,3180000,0,3220000
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1720000,1330000,0,160000,3210000
Baseball,NES,1983,Sports,Nintendo,730000,100000,2350000,2000000,3200000
Killer Instinct,SNES,1995,Fighting,Nintendo,2260000,720000,120000,100000,3200000
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1760000,1210000,7000000,160000,3200000
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1350000,600000,800000,440000,3190000
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1480000,11000000,4000000,660000,3190000
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,3190000,0,3190000
Dance Central,X360,2010,Misc,MTV Games,2150000,770000,1000000,260000,3190000
Enter the Matrix,PS2,2003,Action,Atari,1780000,1120000,9000000,190000,3180000
Super Mario Maker,WiiU,2015,Platform,Nintendo,1180000,870000,930000,200000,3180000
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1520000,18000000,100000,470000,3170000
Rhythm Heaven,DS,2008,Misc,Nintendo,580000,510000,1930000,140000,3170000
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,26000000,560000,380000,170000,3170000
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1880000,980000,0,300000,3160000
Animal Crossing,GC,2001,Simulation,Nintendo,1920000,160000,990000,9000000,3150000
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1790000,16000000,0,290000,3150000
Sonic Rush,DS,2005,Platform,Sega,1220000,1570000,6000000,290000,3150000
Resident Evil 6,PS3,2012,Shooter,Capcom,880000,970000,880000,420000,3150000
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1890000,990000,3000000,240000,3150000
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,680000,0,0,2460000,3140000
Spider-Man,PS,2000,Action,Activision,1700000,1250000,2000000,160000,3130000
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2140000,860000,0,130000,3120000
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2310000,620000,140000,4000000,3120000
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,910000,1000000,13000000,170000,3120000
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1690000,870000,140000,420000,3120000
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,8000000,0,33000000,1000000,3120000
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1290000,1270000,6000000,500000,3120000
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1990000,820000,3000000,270000,3110000
FIFA 15,X360,2014,Sports,Electronic Arts,780000,22000000,0,300000,3110000
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2170000,280000,550000,8000000,39000000
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2500000,160000,1000000,420000,38000000
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1920000,450000,640000,7000000,38000000
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1890000,910000,4000000,240000,37000000
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1400000,990000,460000,220000,37000000
Donkey Kong,GB,1994,Platform,Nintendo,1570000,620000,550000,340000,37000000
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1720000,1210000,0,140000,37000000
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1940000,860000,3000000,240000,37000000
Kung Fu Panda,X360,2008,Action,Activision,1910000,840000,0,290000,35000000
Far Cry 3,X360,2012,Shooter,Ubisoft,1380000,1350000,2000000,280000,34000000
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,26000000,640000,120000,220000,34000000
Saints Row 2,X360,2008,Action,THQ,1940000,800000,2000000,270000,33000000
Rayman,PS,1995,Platform,Ubisoft,1540000,1330000,0,160000,33000000
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1400000,17000000,8000000,470000,32000000
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1850000,14000000,0,130000,32000000
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,23000000,470000,450000,7000000,32000000
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1450000,1130000,7000000,380000,32000000
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2380000,320000,0,310000,3000000
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2600000,210000,1000000,190000,3000000
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1150000,0,760000,19000000,3000000
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,11000000,1410000,5000000,530000,2990000
Star Fox,SNES,1993,Shooter,Nintendo,1610000,510000,800000,7000000,2990000
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1670000,1180000,0,130000,2990000
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,120000,1260000,1160000,450000,2990000
Devil May Cry,PS2,2001,Action,Capcom,1360000,860000,640000,130000,2990000
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,470000,1000000,1390000,120000,2980000
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1330000,1120000,8000000,450000,2970000
The Sims 4,PC,2014,Simulation,Electronic Arts,960000,1720000,0,290000,2970000
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1580000,11000000,0,380000,2970000
Sonic Heroes,PS2,2003,Platform,Sega,14000000,1370000,6000000,490000,2960000
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1570000,4000000,1190000,150000,2960000
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1360000,1150000,4000000,410000,2960000
Street Fighter IV,X360,2009,Fighting,Capcom,1820000,710000,150000,260000,2950000
Wave Race 64,N64,1996,Racing,Nintendo,1980000,580000,340000,4000000,2940000
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2220000,510000,6000000,150000,2940000
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1450000,1110000,4000000,330000,2940000
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1760000,690000,120000,370000,2940000
Pac-Man Collection,GBA,2001,Puzzle,Atari,27000000,770000,5000000,5000000,2940000
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1830000,800000,3000000,270000,2930000
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,870000,16000000,730000,260000,2920000
