white_player;white_elo;black_player;black_elo;result;moves;site;date;slug;id;format;eco
Yuffa, Daniil;2487;Abdusattorov, Nodirbek;2717.0;0-1;63;London;2025-12-07;yuffa-abdusattorov-r9-london-2025-12-07;10596788;3;E01
Firouzja, Alireza;2754;Theodorou, Nikolas;2581.0;1/2-1/2;78;London;2025-12-07;firouzja-theodorou-r9-london-2025-12-07;10596786;3;E00
Abdusattorov, Nodirbek;2717;Mishra, Abhimanyu;2600.0;1/2-1/2;76;London;2025-12-07;abdusattorov-mishra-r8-london-2025-12-07;10596720;3;D03
Ghasi, Ameet K;2497;Firouzja, Alireza;2754.0;0-1;38;London;2025-12-07;ghasi-firouzja-r8-london-2025-12-07;10596719;3;A15
Theodorou, Nikolas;2581;Dominguez Perez, Leinier;2703.0;1-0;39;London;2025-12-07;theodorou-dominguez-perez-r8-london-2025-12-07;10596718;3;D02
Shetty, Atulya;2455;Abdusattorov, Nodirbek;2717.0;0-1;41;London;2025-12-07;shetty-abdusattorov-r7-london-2025-12-07;10596653;3;A20
Firouzja, Alireza;2754;Adams, Michael;2629.0;1/2-1/2;51;London;2025-12-07;firouzja-adams-r7-london-2025-12-07;10596651;3;D31
Dominguez Perez, Leinier;2703;Vitiugov, Nikita;2609.0;1/2-1/2;37;London;2025-12-07;dominguez-perez-vitiugov-r7-london-2025-12-07;10596650;3;C84
Abdusattorov, Nodirbek;2717;Southcott-Moyers, Indy;2086.0;1-0;41;London;2025-12-07;abdusattorov-southcott-moyers-r6-london-2025-12-07;10596589;3;C53
Iniyan, Pa;2450;Firouzja, Alireza;2754.0;0-1;39;London;2025-12-07;iniyan-firouzja-r6-london-2025-12-07;10596584;3;E82
Shankland, Samuel L;2634;Dominguez Perez, Leinier;2703.0;0-1;57;London;2025-12-07;shankland-dominguez-perez-r6-london-2025-12-07;10596582;3;C67
Erdogmus, Yagiz Kaan;2658;Vachier Lagrave, Maxime;2734.0;1-0;43;Monaco;2025-12-07;erdogmus-vachier-lagrave-r5-monaco-2025-12-07;10596445;1;C69
Rapport, Richard;2741;Alekseenko, Kirill;2659.0;1/2-1/2;73;Germany;2025-12-07;rapport-alekseenko-r4-germany-2025-12-07;10596399;1;A13
Grischuk, Alexander;2654;Nihal, Sarin;2701.0;1/2-1/2;30;Tashkent;2025-12-07;grischuk-nihal-r4-tashkent-2025-12-07;10596142;1;C67
Rapport, Richard;2741;Dudin, Gleb;2585.0;1/2-1/2;84;Germany;2025-12-06;rapport-dudin-r3-germany-2025-12-06;10596097;1;A07
Firouzja, Alireza;2754;Cancedda-Dupuis, Livio;2319.0;1-0;29;London;2025-12-06;firouzja-cancedda-dupuis-r5-london-2025-12-06;10596067;3;E01
Duda, Jan Krzysztof;2729;Costa, Leonardo;2547.0;1-0;60;Germany;2025-12-06;duda-costa-r3-germany-2025-12-06;10596064;1;C55
Abdusattorov, Nodirbek;2717;Roebers, Eline;2392.0;1-0;85;London;2025-12-06;abdusattorov-roebers-r4-london-2025-12-06;10596053;3;A46
Aizenberg, Benny;2418;Dominguez Perez, Leinier;2703.0;0-1;52;London;2025-12-06;aizenberg-dominguez-perez-r4-london-2025-12-06;10596036;3;C88
Pranav Anand;2421;Firouzja, Alireza;2754.0;1/2-1/2;37;London;2025-12-06;pranav-firouzja-r4-london-2025-12-06;10596018;3;B90
Horvath, Dominik;2557;Aravindh, Chithambaram VR.;2703.0;1/2-1/2;5;Germany;2025-12-06;horvath-aravindh-r3-germany-2025-12-06;10595963;1;D37
Dominguez Perez, Leinier;2703;Kalavannan, Koby;2287.0;1-0;45;London;2025-12-06;dominguez-perez-kalavannan-r3-london-2025-12-06;10595937;3;B36
Grutter, Tim;2291;Abdusattorov, Nodirbek;2717.0;0-1;52;London;2025-12-06;grutter-abdusattorov-r3-london-2025-12-06;10595936;3;C79
Vachier Lagrave, Maxime;2734;Erdogmus, Yagiz Kaan;2658.0;1/2-1/2;24;Monaco;2025-12-06;vachier-lagrave-erdogmus-r4-monaco-2025-12-06;10595890;1;B12
Firouzja, Alireza;2754;Hunt, Harriet;2297.0;1-0;28;London;2025-12-06;firouzja-hunt-r3-london-2025-12-06;10595886;3;E15
Lau, Lut Yin Luke;2069;Dominguez Perez, Leinier;2703.0;0-1;47;London;2025-12-06;lau-dominguez-perez-r2-london-2025-12-06;10595861;3;B22
Abdusattorov, Nodirbek;2717;Larchikov, Maksym;2071.0;1-0;58;London;2025-12-06;abdusattorov-larchikov-r2-london-2025-12-06;10595858;3;B10
Yu, Rock;2074;Firouzja, Alireza;2754.0;0-1;26;London;2025-12-06;yu-firouzja-r2-london-2025-12-06;10595806;3;B20
Dominguez Perez, Leinier;2703;Ortiz Sanchez, Luis;1890.0;1-0;49;London;2025-12-06;dominguez-perez-ortiz-sanchez-r1-london-2025-12-06;10595739;3;B32
Sisupalan, Beni;1891;Abdusattorov, Nodirbek;2717.0;0-1;44;London;2025-12-06;sisupalan-abdusattorov-r1-london-2025-12-06;10595738;3;B40
Firouzja, Alireza;2754;Kuhendiran, Tharshan;1891.0;1-0;30;London;2025-12-06;firouzja-kuhendiran-r1-london-2025-12-06;10595737;3;D35
Nihal, Sarin;2701;Kuzubov, Yuriy;2610.0;1-0;28;Tashkent;2025-12-06;nihal-kuzubov-r3-tashkent-2025-12-06;10595736;1;B30
Theodorou, Nikolas;2656;Firouzja, Alireza;2762.0;1/2-1/2;43;London;2025-12-05;theodorou-firouzja-r9-london-2025-12-05;10595728;1;A07
Abdusattorov, Nodirbek;2750;Eljanov, Pavel;2656.0;1/2-1/2;61;London;2025-12-05;abdusattorov-eljanov-r9-london-2025-12-05;10595726;1;C55
Erdogmus, Yagiz Kaan;2658;Vachier Lagrave, Maxime;2734.0;1/2-1/2;23;Monaco;2025-12-05;erdogmus-vachier-lagrave-r3-monaco-2025-12-05;10595723;1;C92
Lagarde, Maxime;2608;Nihal, Sarin;2701.0;1/2-1/2;32;Tashkent;2025-12-05;lagarde-nihal-r2-tashkent-2025-12-05;10595713;1;C93
Firouzja, Alireza;2762;Abdusattorov, Nodirbek;2750.0;1/2-1/2;35;London;2025-12-04;firouzja-abdusattorov-r8-london-2025-12-04;10595702;1;D20
Vachier Lagrave, Maxime;2734;Erdogmus, Yagiz Kaan;2658.0;1/2-1/2;34;Monaco;2025-12-04;vachier-lagrave-erdogmus-r2-monaco-2025-12-04;10595701;1;B13
Nihal, Sarin;2701;Svane, Frederik;2653.0;1-0;49;Tashkent;2025-12-04;nihal-svane-r1-tashkent-2025-12-04;10595691;1;D35
Smirin, Ilia;2554;Praggnanandhaa, Rameshbabu;2768.0;1/2-1/2;18;London;2025-12-03;smirin-praggnanandhaa-r9-london-2025-12-03;10595627;1;B31
Nepomniachtchi, Ian;2801;Svidler, Peter;2687.0;0-1;38;Jerusalem;2025-12-03;nepomniachtchi-svidler-r2-jerusalem-2025-12-03;10595626;2;C88
Anand, Viswanathan;2732;Erigaisi, Arjun Kumar;2749.0;1/2-1/2;36;Jerusalem;2025-12-03;anand-erigaisi-r2-jerusalem-2025-12-03;10595625;2;B33
Erigaisi, Arjun Kumar;2749;Anand, Viswanathan;2732.0;1-0;45;Jerusalem;2025-12-03;erigaisi-anand-r1-jerusalem-2025-12-03;10595624;2;D37
Svidler, Peter;2687;Nepomniachtchi, Ian;2801.0;1/2-1/2;21;Jerusalem;2025-12-03;svidler-nepomniachtchi-r1-jerusalem-2025-12-03;10595623;2;B95
Nepomniachtchi, Ian;2762;Svidler, Peter;2669.0;0-1;59;Jerusalem;2025-12-03;nepomniachtchi-svidler-r15-jerusalem-2025-12-03;10595622;3;C88
Erdogmus, Yagiz Kaan;2658;Vachier Lagrave, Maxime;2734.0;1/2-1/2;30;Monaco;2025-12-03;erdogmus-vachier-lagrave-r1-monaco-2025-12-03;10595620;1;C78
Erigaisi, Arjun Kumar;2708;Anand, Viswanathan;2727.0;1/2-1/2;58;Jerusalem;2025-12-03;erigaisi-anand-r14-jerusalem-2025-12-03;10595619;3;D37
Svidler, Peter;2669;Nepomniachtchi, Ian;2762.0;0-1;36;Jerusalem;2025-12-03;svidler-nepomniachtchi-r14-jerusalem-2025-12-03;10595618;3;B95
Svidler, Peter;2669;Erigaisi, Arjun Kumar;2708.0;0-1;35;Jerusalem;2025-12-03;svidler-erigaisi-r13-jerusalem-2025-12-03;10595606;3;C11
Anand, Viswanathan;2727;Nepomniachtchi, Ian;2762.0;1-0;38;Jerusalem;2025-12-03;anand-nepomniachtchi-r13-jerusalem-2025-12-03;10595605;3;C42
Erigaisi, Arjun Kumar;2708;Svidler, Peter;2669.0;1/2-1/2;41;Jerusalem;2025-12-03;erigaisi-svidler-r12-jerusalem-2025-12-03;10595603;3;E60
Nepomniachtchi, Ian;2762;Anand, Viswanathan;2727.0;1/2-1/2;42;Jerusalem;2025-12-03;nepomniachtchi-anand-r12-jerusalem-2025-12-03;10595602;3;C83
Abdusattorov, Nodirbek;2750;McShane, Luke J;2615.0;1-0;55;London;2025-12-02;abdusattorov-mcshane-r7-london-2025-12-02;10595573;1;C65
Praggnanandhaa, Rameshbabu;2768;Gavrilescu, David;2542.0;1-0;46;London;2025-12-02;praggnanandhaa-gavrilescu-r8-london-2025-12-02;10595553;1;C11
Vitiugov, Nikita;2657;Firouzja, Alireza;2762.0;1/2-1/2;40;London;2025-12-02;vitiugov-firouzja-r7-london-2025-12-02;10595534;1;B92
Anand, Viswanathan;2727;Erigaisi, Arjun Kumar;2708.0;1/2-1/2;50;Jerusalem;2025-12-02;anand-erigaisi-r11-jerusalem-2025-12-02;10595523;3;C01
Gorshtein, Ido;2449;Fedoseev, Vladimir1;2740.0;1-0;39;Jerusalem;2025-12-02;gorshtein-fedoseev-r11-jerusalem-2025-12-02;10595521;3;A28
Nepomniachtchi, Ian;2762;Kobo, Ori;2411.0;1-0;53;Jerusalem;2025-12-02;nepomniachtchi-kobo-r13-jerusalem-2025-12-02;10595520;3;C84
Erigaisi, Arjun Kumar;2708;Nesterov, Arseniy;2540.0;0-1;40;Jerusalem;2025-12-02;erigaisi-nesterov-r10-jerusalem-2025-12-02;10595516;3;D01
Kobo, Ori;2411;Anand, Viswanathan;2727.0;0-1;47;Jerusalem;2025-12-02;kobo-anand-r10-jerusalem-2025-12-02;10595514;3;A13
Fedoseev, Vladimir1;2740;Rodshtein, Maxim;2600.0;1-0;30;Jerusalem;2025-12-02;fedoseev-rodshtein-r10-jerusalem-2025-12-02;10595513;3;E00
Svidler, Peter;2669;Nepomniachtchi, Ian;2762.0;1/2-1/2;13;Jerusalem;2025-12-02;svidler-nepomniachtchi-r10-jerusalem-2025-12-02;10595512;3;A07
Nepomniachtchi, Ian;2762;Alekseev, Evgeny;2533.0;1/2-1/2;51;Jerusalem;2025-12-02;nepomniachtchi-alekseev-r9-jerusalem-2025-12-02;10595507;3;C65
Boruchovsky, Avital;2487;Fedoseev, Vladimir1;2740.0;1-0;32;Jerusalem;2025-12-02;boruchovsky-fedoseev-r9-jerusalem-2025-12-02;10595506;3;B12
Kobo, Ori;2411;Erigaisi, Arjun Kumar;2708.0;0-1;31;Jerusalem;2025-12-02;kobo-erigaisi-r9-jerusalem-2025-12-02;10595505;3;A46
Anand, Viswanathan;2727;Svidler, Peter;2669.0;1/2-1/2;16;Jerusalem;2025-12-02;anand-svidler-r9-jerusalem-2025-12-02;10595502;3;C88
Fedoseev, Vladimir1;2740;Nepomniachtchi, Ian;2762.0;0-1;80;Jerusalem;2025-12-02;fedoseev-nepomniachtchi-r8-jerusalem-2025-12-02;10595500;3;D02
Erigaisi, Arjun Kumar;2708;Gorshtein, Ido;2449.0;1-0;30;Jerusalem;2025-12-02;erigaisi-gorshtein-r8-jerusalem-2025-12-02;10595495;3;D04
Alekseev, Evgeny;2533;Anand, Viswanathan;2727.0;1/2-1/2;15;Jerusalem;2025-12-02;alekseev-anand-r8-jerusalem-2025-12-02;10595493;3;C53
Firouzja, Alireza;2762;Mishra, Abhimanyu;2642.0;1/2-1/2;33;London;2025-12-01;firouzja-mishra-r6-london-2025-12-01;10595451;1;B90
Shankland, Samuel L;2649;Abdusattorov, Nodirbek;2750.0;0-1;36;London;2025-12-01;shankland-abdusattorov-r6-london-2025-12-01;10595448;1;C45
Ivic, Velimir;2618;Praggnanandhaa, Rameshbabu;2768.0;1/2-1/2;24;London;2025-12-01;ivic-praggnanandhaa-r7-london-2025-12-01;10595439;1;C78
Svidler, Peter;2669;Erigaisi, Arjun Kumar;2708.0;1/2-1/2;40;Jerusalem;2025-12-01;svidler-erigaisi-r7-jerusalem-2025-12-01;10595434;3;A05
Nepomniachtchi, Ian;2762;Sokolovsky, Yahli;2397.0;1/2-1/2;75;Jerusalem;2025-12-01;nepomniachtchi-sokolovsky-r7-jerusalem-2025-12-01;10595433;3;C95
Anand, Viswanathan;2727;Fedoseev, Vladimir1;2740.0;1-0;29;Jerusalem;2025-12-01;anand-fedoseev-r7-jerusalem-2025-12-01;10595429;3;C88
Erigaisi, Arjun Kumar;2708;Rodshtein, Maxim;2600.0;1-0;128;Jerusalem;2025-12-01;erigaisi-rodshtein-r6-jerusalem-2025-12-01;10595428;3;D30
Fedoseev, Vladimir1;2740;Kobo, Ori;2411.0;1-0;50;Jerusalem;2025-12-01;fedoseev-kobo-r6-jerusalem-2025-12-01;10595427;3;E01
Sokolovsky, Yahli;2397;Anand, Viswanathan;2727.0;0-1;24;Jerusalem;2025-12-01;sokolovsky-anand-r6-jerusalem-2025-12-01;10595424;3;B15
Nesterov, Arseniy;2540;Nepomniachtchi, Ian;2762.0;1/2-1/2;22;Jerusalem;2025-12-01;nesterov-nepomniachtchi-r6-jerusalem-2025-12-01;10595423;3;E06
Svidler, Peter;2669;Fedoseev, Vladimir1;2740.0;1-0;35;Jerusalem;2025-12-01;svidler-fedoseev-r5-jerusalem-2025-12-01;10595420;3;A07
Nepomniachtchi, Ian;2762;Gorshtein, Ido;2449.0;1-0;48;Jerusalem;2025-12-01;nepomniachtchi-gorshtein-r5-jerusalem-2025-12-01;10595419;3;C42
Alekseev, Evgeny;2533;Erigaisi, Arjun Kumar;2708.0;1/2-1/2;39;Jerusalem;2025-12-01;alekseev-erigaisi-r5-jerusalem-2025-12-01;10595418;3;B33
Anand, Viswanathan;2727;Nesterov, Arseniy;2540.0;1/2-1/2;23;Jerusalem;2025-12-01;anand-nesterov-r5-jerusalem-2025-12-01;10595417;3;C42
Fedoseev, Vladimir1;2740;Alekseev, Evgeny;2533.0;0-1;60;Jerusalem;2025-12-01;fedoseev-alekseev-r4-jerusalem-2025-12-01;10595416;3;C65
Gorshtein, Ido;2449;Anand, Viswanathan;2727.0;1/2-1/2;55;Jerusalem;2025-12-01;gorshtein-anand-r4-jerusalem-2025-12-01;10595413;3;A28
Rodshtein, Maxim;2600;Nepomniachtchi, Ian;2762.0;1/2-1/2;55;Jerusalem;2025-12-01;rodshtein-nepomniachtchi-r4-jerusalem-2025-12-01;10595412;3;A29
Erigaisi, Arjun Kumar;2708;Boruchovsky, Avital;2487.0;1-0;40;Jerusalem;2025-12-01;erigaisi-boruchovsky-r4-jerusalem-2025-12-01;10595411;3;D35
Liang, Awonder;2701;Sonis, Francesco;2558.0;1-0;29;Charlotte;2025-11-30;liang-sonis-r9-charlotte-2025-11-30;10595386;1;C53
Abdusattorov, Nodirbek;2750;Theodorou, Nikolas;2656.0;1-0;48;London;2025-11-30;abdusattorov-theodorou-r5-london-2025-11-30;10595364;1;A16
Jones, Gawain C B;2655;Firouzja, Alireza;2762.0;1/2-1/2;36;London;2025-11-30;jones-firouzja-r5-london-2025-11-30;10595344;1;B23
Boyer, Mahel;2523;Liang, Awonder;2701.0;0-1;59;Charlotte;2025-11-30;boyer-liang-r8-charlotte-2025-11-30;10595335;1;E17
Praggnanandhaa, Rameshbabu;2768;Rozen, Eytan;2515.0;1-0;33;London;2025-11-30;praggnanandhaa-rozen-r6-london-2025-11-30;10595334;1;B91
Fedoseev, Vladimir1;2740;Erigaisi, Arjun Kumar;2708.0;1/2-1/2;81;Jerusalem;2025-11-30;fedoseev-erigaisi-r3-jerusalem-2025-11-30;10594703;3;C70
Anand, Viswanathan;2727;Rodshtein, Maxim;2600.0;1/2-1/2;45;Jerusalem;2025-11-30;anand-rodshtein-r3-jerusalem-2025-11-30;10594697;3;C65
Nepomniachtchi, Ian;2762;Boruchovsky, Avital;2487.0;1-0;41;Jerusalem;2025-11-30;nepomniachtchi-boruchovsky-r3-jerusalem-2025-11-30;10594692;3;B30
Nepomniachtchi, Ian;2762;Boruchovsky, Avital;2487.0;1-0;41;Jerusalem;2025-11-30;nepomniachtchi-boruchovsky-r3-jerusalem-2025-11-30;10594692;3;B30
Boruchovsky, Avital;2487;Anand, Viswanathan;2727.0;0-1;43;Jerusalem;2025-11-30;boruchovsky-anand-r2-jerusalem-2025-11-30;10594661;3;B22
Sokolovsky, Yahli;2397;Fedoseev, Vladimir1;2740.0;0-1;36;Jerusalem;2025-11-30;sokolovsky-fedoseev-r2-jerusalem-2025-11-30;10594650;3;B40
Erigaisi, Arjun Kumar;2708;Nepomniachtchi, Ian;2762.0;1/2-1/2;39;Jerusalem;2025-11-30;erigaisi-nepomniachtchi-r2-jerusalem-2025-11-30;10594641;3;E10
Gabuzyan, Hovhannes;2497;Maghsoodloo, Parham;2700.0;1-0;32;Yerevan;2025-11-30;gabuzyan-maghsoodloo-r18-yerevan-2025-11-30;10594627;2;B13
Maghsoodloo, Parham;2700;Nihal, Sarin;2681.0;0-1;29;Yerevan;2025-11-30;maghsoodloo-nihal-r17-yerevan-2025-11-30;10594612;2;A28
Fodor, Tamas Jr.;2508;Praggnanandhaa, Rameshbabu;2768.0;1/2-1/2;21;London;2025-11-30;fodor-praggnanandhaa-r5-london-2025-11-30;10594610;1;D35
Hovhannisyan, Robert;2571;Maghsoodloo, Parham;2700.0;1-0;91;Yerevan;2025-11-30;hovhannisyan-maghsoodloo-r16-yerevan-2025-11-30;10594604;2;B15
Fedoseev, Vladimir1;2740;Nesterov, Arseniy;2540.0;0-1;70;Jerusalem;2025-11-30;fedoseev-nesterov-r1-jerusalem-2025-11-30;10594602;3;D37
Sokolovsky, Yahli;2397;Erigaisi, Arjun Kumar;2708.0;0-1;40;Jerusalem;2025-11-30;sokolovsky-erigaisi-r1-jerusalem-2025-11-30;10594593;3;C79
Anand, Viswanathan;2727;Nepomniachtchi, Ian;2762.0;1/2-1/2;48;Jerusalem;2025-11-30;anand-nepomniachtchi-r1-jerusalem-2025-11-30;10594591;3;C43
Maghsoodloo, Parham;2700;Hakobyan, Aram;2581.0;1-0;35;Yerevan;2025-11-30;maghsoodloo-hakobyan-r15-yerevan-2025-11-30;10594583;2;A10
Maghsoodloo, Parham;2700;Martirosyan, Haik M;2679.0;0-1;38;Yerevan;2025-11-30;maghsoodloo-martirosyan-r14-yerevan-2025-11-30;10594575;2;A28
Sargsyan, Shant;2583;Maghsoodloo, Parham;2700.0;1/2-1/2;48;Yerevan;2025-11-30;sargsyan-maghsoodloo-r13-yerevan-2025-11-30;10594567;2;B51
Maghsoodloo, Parham;2700;Sargissian, Gabriel;2561.0;1-0;38;Yerevan;2025-11-30;maghsoodloo-sargissian-r12-yerevan-2025-11-30;10594564;2;D35
Deac, Bogdan Daniel;2657;Maghsoodloo, Parham;2700.0;1-0;48;Yerevan;2025-11-30;deac-maghsoodloo-r11-yerevan-2025-11-30;10594558;2;E47
Maghsoodloo, Parham;2700;Vokhidov, Shamsiddin;2578.0;0-1;45;Yerevan;2025-11-30;maghsoodloo-vokhidov-r10-yerevan-2025-11-30;10594553;2;A28
Liang, Awonder;2701;Hong, Andrew;2568.0;1/2-1/2;53;Charlotte;2025-11-29;liang-hong-r7-charlotte-2025-11-29;10594445;1;C53
Firouzja, Alireza;2762;Eljanov, Pavel;2656.0;1-0;70;London;2025-11-29;firouzja-eljanov-r4-london-2025-11-29;10594441;1;D36
Adams, Michael;2635;Abdusattorov, Nodirbek;2750.0;0-1;31;London;2025-11-29;adams-abdusattorov-r4-london-2025-11-29;10594385;1;B30
Donchenko, Alexander;2641;Liang, Awonder;2701.0;1/2-1/2;80;Charlotte;2025-11-29;donchenko-liang-r6-charlotte-2025-11-29;10594371;1;D35
Praggnanandhaa, Rameshbabu;2768;Pranav Anand;2581.0;1/2-1/2;31;London;2025-11-29;praggnanandhaa-pranav-r4-london-2025-11-29;10594350;1;C84
Maghsoodloo, Parham;2700;Gabuzyan, Hovhannes;2497.0;1-0;44;Yerevan;2025-11-29;maghsoodloo-gabuzyan-r9-yerevan-2025-11-29;10594061;2;B38
Nihal, Sarin;2681;Maghsoodloo, Parham;2700.0;1/2-1/2;72;Yerevan;2025-11-29;nihal-maghsoodloo-r8-yerevan-2025-11-29;10594052;2;A46
Maghsoodloo, Parham;2700;Hovhannisyan, Robert;2571.0;1-0;77;Yerevan;2025-11-29;maghsoodloo-hovhannisyan-r7-yerevan-2025-11-29;10594046;2;D35
Hakobyan, Aram;2581;Maghsoodloo, Parham;2700.0;0-1;46;Yerevan;2025-11-29;hakobyan-maghsoodloo-r6-yerevan-2025-11-29;10594031;2;E43
Martirosyan, Haik M;2679;Maghsoodloo, Parham;2700.0;1/2-1/2;72;Yerevan;2025-11-29;martirosyan-maghsoodloo-r5-yerevan-2025-11-29;10594023;2;E15
Maghsoodloo, Parham;2700;Sargsyan, Shant;2583.0;0-1;39;Yerevan;2025-11-29;maghsoodloo-sargsyan-r4-yerevan-2025-11-29;10594015;2;D35
Sargissian, Gabriel;2561;Maghsoodloo, Parham;2700.0;0-1;44;Yerevan;2025-11-29;sargissian-maghsoodloo-r3-yerevan-2025-11-29;10594012;2;E04
Maghsoodloo, Parham;2700;Deac, Bogdan Daniel;2657.0;1-0;52;Yerevan;2025-11-29;maghsoodloo-deac-r2-yerevan-2025-11-29;10594006;2;D02
Vokhidov, Shamsiddin;2578;Maghsoodloo, Parham;2700.0;1-0;47;Yerevan;2025-11-29;vokhidov-maghsoodloo-r1-yerevan-2025-11-29;10594001;2;B41
Kunka, Harshid;2472;Liang, Awonder;2701.0;0-1;59;Charlotte;2025-11-28;kunka-liang-r5-charlotte-2025-11-28;10593959;1;C79
Vitiugov, Nikita;2657;Abdusattorov, Nodirbek;2750.0;0-1;57;London;2025-11-28;vitiugov-abdusattorov-r3-london-2025-11-28;10593949;1;E18
Chasin, Nico;2512;Praggnanandhaa, Rameshbabu;2768.0;0-1;52;London;2025-11-28;chasin-praggnanandhaa-r3-london-2025-11-28;10593947;1;E33
Firouzja, Alireza;2762;Adams, Michael;2635.0;1/2-1/2;22;London;2025-11-28;firouzja-adams-r3-london-2025-11-28;10593737;1;C53
Liang, Awonder;2701;Zhao, Erick;2408.0;1-0;37;Charlotte;2025-11-28;liang-zhao-r4-charlotte-2025-11-28;10593728;1;A05
Praggnanandhaa, Rameshbabu;2768;Gasanov, Eldar;2447.0;1-0;32;London;2025-11-28;praggnanandhaa-gasanov-r2-london-2025-11-28;10593547;1;D35
Liang, Awonder;2701;Ludwig, John;2354.0;1-0;28;Charlotte;2025-11-27;liang-ludwig-r3-charlotte-2025-11-27;10593504;1;B27
Badacsonyi, Stanley;2316;Praggnanandhaa, Rameshbabu;2768.0;0-1;56;London;2025-11-27;badacsonyi-praggnanandhaa-r1-london-2025-11-27;10593476;1;E40
Lin, Bryan Enming;2374;Liang, Awonder;2701.0;1/2-1/2;71;Charlotte;2025-11-27;lin-liang-r2-charlotte-2025-11-27;10593461;1;B90
McShane, Luke J;2615;Firouzja, Alireza;2762.0;0-1;33;London;2025-11-27;mcshane-firouzja-r2-london-2025-11-27;10593431;1;B92
Abdusattorov, Nodirbek;2750;Mishra, Abhimanyu;2642.0;1-0;49;London;2025-11-27;abdusattorov-mishra-r2-london-2025-11-27;10593415;1;C78
Liang, Awonder;2701;Wongso, Steve;2199.0;1-0;29;Charlotte;2025-11-26;liang-wongso-r1-charlotte-2025-11-26;10593346;1;A05
Firouzja, Alireza;2762;Shankland, Samuel L;2649.0;1/2-1/2;39;London;2025-11-26;firouzja-shankland-r1-london-2025-11-26;10593344;1;D86
Jones, Gawain C B;2655;Abdusattorov, Nodirbek;2750.0;1/2-1/2;16;London;2025-11-26;jones-abdusattorov-r1-london-2025-11-26;10593340;1;B13
Wei, Yi;2758;Sindarov, Javokhir;2688.0;0-1;60;Goa;2025-11-26;wei-sindarov-r8.4-goa-2025-11-26;10593335;3;C55
Sindarov, Javokhir;2688;Wei, Yi;2758.0;1/2-1/2;45;Goa;2025-11-26;sindarov-wei-r8.3-goa-2025-11-26;10593334;3;D38
Wei, Yi;2754;Sindarov, Javokhir;2721.0;1/2-1/2;30;Goa;2025-11-25;wei-sindarov-r8.2-goa-2025-11-25;10593282;1;C48
Andreikin, Dmitry;2714;Indjic, Aleksandar;2659.0;1/2-1/2;43;Danzhou ;2025-11-25;andreikin-indjic-r10-danzhou-2025-11-25;10593280;8;C41
Indjic, Aleksandar;2659;Andreikin, Dmitry;2714.0;1-0;47;Danzhou ;2025-11-25;indjic-andreikin-r9-danzhou-2025-11-25;10593279;2;C45
Andreikin, Dmitry;2714;Indjic, Aleksandar;2659.0;1-0;20;Danzhou ;2025-11-25;andreikin-indjic-r8-danzhou-2025-11-25;10593278;2;C41
Van Foreest, Jorden;2637;Ding, Liren;2766.0;1/2-1/2;55;Danzhou ;2025-11-25;van-foreest-ding-r7-danzhou-2025-11-25;10593276;3;B90
Ding, Liren;2766;Van Foreest, Jorden;2637.0;0-1;24;Danzhou ;2025-11-25;ding-van-foreest-r6-danzhou-2025-11-25;10593274;3;C50
Sindarov, Javokhir;2721;Wei, Yi;2754.0;1/2-1/2;50;Goa;2025-11-24;sindarov-wei-r8.1-goa-2025-11-24;10593268;1;C43
Indjic, Aleksandar;2572;Ding, Liren;2766.0;1/2-1/2;41;Danzhou ;2025-11-24;indjic-ding-r5-danzhou-2025-11-24;10593265;3;E13
Ding, Liren;2766;Indjic, Aleksandar;2572.0;0-1;64;Danzhou ;2025-11-24;ding-indjic-r4-danzhou-2025-11-24;10593264;3;A46
Wei, Yi;2758;Esipenko, Andrey;2626.0;1-0;57;Goa;2025-11-23;wei-esipenko-r7.4-goa-2025-11-23;10593135;3;C53
Esipenko, Andrey;2626;Wei, Yi;2758.0;1/2-1/2;36;Goa;2025-11-23;esipenko-wei-r7.3-goa-2025-11-23;10593130;3;C42
Esipenko, Andrey;2693;Wei, Yi;2754.0;1/2-1/2;37;Goa;2025-11-22;esipenko-wei-r7.2-goa-2025-11-22;10593075;1;C42
Sindarov, Javokhir;2721;Yakubboev, Nodirbek;2689.0;1/2-1/2;31;Goa;2025-11-22;sindarov-yakubboev-r7.2-goa-2025-11-22;10593073;1;C48
Ding, Liren;2766;Lu, Shanglei;2603.0;1/2-1/2;32;Danzhou ;2025-11-22;ding-lu-r3-danzhou-2025-11-22;10593069;3;D37
Li, Chao B;2594;Ding, Liren;2766.0;0-1;30;Danzhou ;2025-11-22;li-ding-r2-danzhou-2025-11-22;10593066;3;C47
Andreikin, Dmitry;2665;Ding, Liren;2766.0;1/2-1/2;65;Danzhou ;2025-11-22;andreikin-ding-r1-danzhou-2025-11-22;10593064;3;E15
Wei, Yi;2754;Esipenko, Andrey;2693.0;1/2-1/2;33;Goa;2025-11-21;wei-esipenko-r7.1-goa-2025-11-21;10592992;1;C10
Yakubboev, Nodirbek;2689;Sindarov, Javokhir;2721.0;1/2-1/2;30;Goa;2025-11-21;yakubboev-sindarov-r7.1-goa-2025-11-21;10592990;1;D43
Erigaisi, Arjun Kumar;2708;Wei, Yi;2758.0;0-1;79;Goa;2025-11-19;erigaisi-wei-r6.4-goa-2025-11-19;10592865;3;C43
