,books,clusters,embedding1,embedding2
398,book:Born_to_Run_(autobiography),cluster1,0.80100024,0.05450934
399,book:The_America_We_Deserve,cluster3,-1.0949664,-0.26813647
400,book:The_Illegal_(novel),cluster2,0.8037533,0.36293024
401,book:The_Anubis_Gates,cluster3,-1.2180891,-0.060561474
402,book:A_Wizard_Abroad,cluster0,0.25770062,-0.3015947
403,book:The_Outstretched_Shadow,cluster0,0.45015913,-0.43610033
404,book:Red_Sun_of_Darkover,cluster3,-1.2356406,-0.4757282
405,book:Wrong_About_Japan,cluster1,0.5817372,0.20437555
406,book:The_Masked_Rider:_Cycling_in_West_Africa,cluster1,0.97794116,0.035060987
407,book:Doomed_Queen_Anne,cluster1,1.1684543,0.11245419
408,book:Black_Powder_War,cluster0,0.40157712,-0.22997634
409,book:Hellgoing,cluster1,1.3343207,-0.015190707
410,book:Last_Man_in_Tower,cluster5,-0.51393247,0.4356886
411,book:A_Dangerous_Encounter,cluster1,1.7464913,0.109443955
412,book:Poseidonis_(collection),cluster0,0.3742134,-0.3475619
413,book:A_Game_of_Thrones,cluster3,-0.9320388,-0.2627139
414,book:The_Overstory,cluster3,-0.92938256,-0.21063599
415,book:Skinwalkers_(novel),cluster0,0.41466984,-0.40586233
416,book:The_Music_of_Chance,cluster0,0.4130356,-0.39289305
417,book:Islands_in_the_Net,cluster0,0.4001964,-0.64965504
418,book:The_Quantity_Theory_of_Insanity,cluster2,0.7519246,0.85668945
419,book:The_Swords_of_Night_and_Day,cluster5,-0.63476115,0.33921227
420,book:Swords_and_Ice_Magic,cluster3,-1.0783877,-0.4013078
421,book:Eric_(novel),cluster3,-0.732997,-0.026451057
422,book:Guts:_The_True_Stories_Behind_Hatchet_and_the_Brian_Books,cluster0,0.3727351,-0.4383237
423,book:Gaming_Instinct,cluster5,0.031378455,0.4163067
424,book:Averno_(poetry_collection),cluster3,-0.9577428,-0.3544317
425,book:The_Lazarus_Project_(novel),cluster0,0.4944781,-0.09290731
426,book:The_FairTax_Book,cluster3,-0.8739128,-0.38050416
427,book:The_Blind_Man's_Garden,cluster2,0.7836694,0.8463315
428,book:The_Martian_(Weir_novel),cluster3,-0.92512655,-0.18354668
429,book:Kafka_on_the_Shore,cluster0,0.640373,-0.2461898
430,"book:My_Brother,_My_Executioner",cluster1,0.96313924,-0.12261489
431,book:Travels_(book),cluster0,0.44042972,-0.4665235
432,book:Slapstick_(novel),cluster0,0.1988996,-0.38371977
433,book:The_Apprenticeship_of_Duddy_Kravitz_(novel),cluster5,-0.6911654,0.22816335
434,book:The_Day_Lasts_More_Than_a_Hundred_Years,cluster0,0.5157158,-0.14826535
435,book:Doors_Open,cluster5,-0.8354673,0.50004864
436,book:Momo_(novel),cluster5,-0.73411375,0.25001076
437,book:The_Arrival_(novel),cluster0,0.293199,-0.54860115
438,book:The_Precipice_(Bova_novel),cluster3,-0.61106896,-0.056351025
439,book:Red_Rabbit,cluster3,-1.0026913,0.069147535
440,book:A_Good_School,cluster0,0.5066488,-0.63878226
441,book:Undoing_Gender,cluster3,-0.9437613,-0.17235684
442,book:This_House_of_Grief,cluster1,0.8099199,0.10156273
443,book:Hitler_and_Stalin:_Parallel_Lives,cluster5,-0.2874986,0.11329687
444,book:Catch_the_Lightning,cluster0,0.7372631,-0.35702744
445,book:Woken_Furies,cluster2,0.45144257,0.682473
446,book:Goodbye_Tsugumi,cluster1,0.9945795,-0.2947193
447,book:So_Much_to_Tell_You,cluster1,0.85206753,-0.08557756
448,book:Turn_Off_Your_Mind,cluster2,1.5319245,1.2418336
449,book:The_Age_of_Spiritual_Machines,cluster1,1.5241408,0.29819816
450,book:The_House_of_Doctor_Dee,cluster2,0.6471276,0.87045753
451,book:Our_Only_May_Amelia,cluster3,-1.138148,0.15086824
452,"book:The_Princess_Diaries,_Volume_VIII:_Princess_on_the_Brink",cluster0,0.6391616,-0.045707032
453,book:The_Difference_Engine,cluster0,0.29628757,-0.44576392
454,book:The_Day_I_Swapped_My_Dad_for_Two_Goldfish,cluster3,-1.1970552,-0.06741416
455,book:The_Enquiries_of_Doctor_Eszterhazy,cluster0,0.36219674,-0.34866747
456,book:A_Far_Cry_from_Kensington,cluster2,0.7918673,0.8073365
457,book:Time_to_Get_Tough,cluster3,-0.91990316,-0.20834568
458,"book:That_Was_Then,_This_Is_Now",cluster0,0.349042,-0.4195094
459,book:Shrine_(novel),cluster2,0.6756728,0.7398237
460,book:We_(novel),cluster3,-1.4153545,-0.43736574
461,book:Roots:_The_Saga_of_an_American_Family,cluster3,-1.0063583,0.20354442
462,book:The_Fountains_of_Paradise,cluster4,-0.9347493,0.47043023
463,book:Bitter_Gold_Hearts,cluster3,-1.182964,-0.12027467
464,book:The_Drowned_Cities,cluster3,-1.0178077,-0.1343609
465,book:Evil_Star_(novel),cluster4,-0.9391669,0.82763535
466,book:Coyote_Waits,cluster3,-0.6686731,-0.14479005
467,book:Permutation_City,cluster0,0.78847027,-0.43549192
468,book:A_Vindication_of_Natural_Society,cluster1,1.7525192,-0.46257496
469,book:We_Need_New_Names,cluster5,-0.59456694,0.21663855
470,book:The_Quantum_Rose,cluster3,-1.1239109,-0.18404058
471,book:Tigerlily's_Orchids,cluster2,0.5277516,0.7321922
472,book:Skin_Folk,cluster0,0.13561821,-0.12156032
473,book:Yargo_(novel),cluster0,0.6263661,-0.027956897
474,book:The_White_Plague,cluster3,-0.86954445,-0.037339684
475,book:Whit_(novel),cluster1,0.9873882,-0.15292773
476,book:The_Falls_(Oates_novel),cluster3,-0.85733837,-0.3833323
477,book:Imagine:_How_Creativity_Works,cluster0,0.3986671,-0.3985445
478,book:Nothing_(book),cluster5,0.15849976,0.3340087
479,book:Fallen_Dragon,cluster4,-0.7013027,0.5950508
480,book:The_Avignon_Quintet,cluster3,-0.83361,0.104792394
481,book:A_Chain_of_Thunder,cluster0,0.3775997,-0.36000565
482,book:Son_of_a_Witch,cluster3,-1.0679741,-0.03440235
483,book:Equal_Rites,cluster5,-0.6879099,0.0125364605
484,book:Where_the_Line_Bleeds,cluster1,1.0318573,0.018469092
485,book:Betrayed_(Cast_novel),cluster0,0.3992658,-0.6242076
486,book:Return_to_Mars,cluster1,1.1576461,-0.11483629
487,book:The_Finishing_School_(Spark_novel),cluster4,-0.8978431,1.0427778
488,book:Children_of_Paranoia,cluster1,0.8021879,0.12568948
489,book:Trainspotting_(novel),cluster3,-0.9763056,-0.1942614
490,book:Whirlwind_(novel),cluster2,0.7825692,0.49148476
491,book:The_Whole_Story_and_Other_Stories,cluster4,-0.6622131,1.1194727
492,book:Queen_of_the_Falls,cluster3,-1.0979813,-0.2823773
493,book:The_Memory_Cathedral,cluster5,-0.91094947,0.18629017
494,book:What_Is_Your_Dangerous_Idea%3F,cluster3,-1.0822293,0.01663724
495,book:The_Normal_Christian_Life,cluster5,0.08062462,0.26910153
496,book:The_Rage_Against_God,cluster4,-0.51280886,1.1107922
497,book:The_Garden_of_Last_Days,cluster5,-0.21962288,0.34273282
498,book:Skeleton_Key_(novel),cluster4,-1.2063745,0.99157107
499,book:Here_Today_(novel),cluster0,0.39508742,-0.50328684
500,book:Holidays_in_Heck,cluster0,0.6381293,-0.71517515
501,"book:Capitalism,_Socialism_and_Democracy",cluster3,-0.61281955,-0.5968029
502,book:Club_Dead,cluster3,-1.3529371,-0.041842207
503,book:War_Trash,cluster0,0.39299235,-0.08790821
504,book:Doll_Bones,cluster3,-1.0073837,0.012130059
505,book:Constantine's_Sword,cluster0,0.9075244,-0.8886334
506,book:A_Woman_of_Substance,cluster3,-0.94945014,-0.23088238
507,book:The_Mouse_with_the_Question_Mark_Tail,cluster0,0.36728227,-0.23098432
508,book:Nightfall_(Asimov_novelette_and_novel),cluster0,0.17933851,-0.250385
509,book:The_Hundred_Days_(novel),cluster2,0.8218982,0.931592
510,book:The_True_Confessions_of_Adrian_Albert_Mole,cluster5,-0.64820343,0.12255615
511,book:A_Shot_at_History,cluster5,-0.66349816,0.604104
512,book:Up_the_Walls_of_the_World,cluster3,-1.0464547,-0.3976928
513,book:Reborn_(novel),cluster0,0.38890043,-0.2848925
514,book:Blockade_Billy,cluster0,0.21909854,-0.3586282
515,book:Pigs_in_Heaven,cluster0,0.35996735,-0.5727212
516,book:%22U%22_Is_for_Undertow,cluster0,0.3342847,-0.24279453
517,book:Psychoshop,cluster0,0.32623073,-0.18034756
518,book:Michael_Tolliver_Lives,cluster3,-0.9692126,-0.35858688
519,book:The_Ogre's_Wife,cluster0,0.38676742,-0.40579155
520,book:On_the_Yankee_Station,cluster4,-0.4716744,0.98154783
521,book:The_Joy_Luck_Club_(novel),cluster3,-1.0505016,0.013965525
522,book:The_Extremes,cluster4,-0.94447637,0.7990473
523,book:City_of_Golden_Shadow,cluster3,-0.97648907,-0.26778293
524,book:Last_Bus_to_Woodstock,cluster4,-0.69407994,1.2188491
525,book:Nesthäkchen_and_Her_Dolls,cluster5,-0.44632453,0.6025903
526,book:The_Borrible_Trilogy,cluster4,-0.53702414,0.93719894
527,book:Shadow_Tyrants,cluster0,0.39493892,-0.40530786
528,book:Cuckoo's_Egg_(book),cluster3,-1.0406319,-0.3378946
529,book:Lazarus_Rising:_A_Personal_and_Political_Autobiography,cluster5,-0.43846098,0.17727669
530,book:Dragonhaven,cluster0,0.28087518,-0.08196847
531,book:Morgoth's_Ring,cluster4,-1.0275759,0.82602835
532,book:Lives_of_Girls_and_Women,cluster5,-0.52328247,0.10705904
533,book:The_Pirates!_in_an_Adventure_with_Whaling,cluster2,0.7990027,0.90354836
534,book:A_Good_Man_in_Africa_(novel),cluster5,-0.71161807,0.73120624
535,book:A_Most_Wanted_Man,cluster2,0.69967663,0.83701646
536,"book:The_Princess_Diaries,_Volume_XI:_Royal_Wedding",cluster0,0.453605,-0.4570281
537,book:Flood_(Baxter_novel),cluster4,-0.04491647,1.4601284
538,book:Manifestoes_of_Surrealism,cluster0,0.51473266,-0.04933923
539,book:Sharpe's_Siege,cluster4,-0.3452686,1.4162318
540,book:ABC_Bunny,cluster3,-0.8882953,-0.47656193
541,book:Bloodfire_Quest,cluster0,0.3590349,-0.29464144
542,book:A_Land_Remembered,cluster3,-0.95503545,-0.27790043
543,book:Freddy_and_the_Perilous_Adventure,cluster2,0.7104772,0.34513974
544,book:L.A._Confidential,cluster0,0.23137468,0.04960708
545,book:Rock_&_Roll_Jihad:_A_Muslim_Rock_Star's_Revolution,cluster1,1.0996778,0.056271244
546,book:The_Terminal_Beach,cluster2,0.5732237,0.6981157
547,book:Love_and_Responsibility,cluster3,-0.9140706,0.07181969
548,book:Think_and_Grow_Rich,cluster0,0.5532812,-0.6879164
549,book:The_Female_Man,cluster3,-1.1767582,-0.01051872
550,book:Other_People's_Trades,cluster1,1.187374,-0.11508926
551,book:Love_and_Death_(novel),cluster0,0.4219155,-0.3458662
552,book:Blade_Runner_(a_movie),cluster3,-0.96653646,-0.7171882
553,book:The_Pixilated_Peeress,cluster0,0.27037585,-0.45940185
554,book:The_Outsourced_Self,cluster3,-1.0694354,-0.29542086
555,book:The_Sense_of_Style,cluster5,-0.070997156,-0.01582978
556,book:A_Corner_of_the_Universe,cluster3,-0.9829254,-0.24973051
557,book:The_Wheel_of_Darkness,cluster0,0.32614484,-0.2022926
558,book:The_Meaning_of_Everything,cluster5,-0.54806703,0.18893018
559,book:Danny_Dunn_and_the_Swamp_Monster,cluster0,0.7542311,-0.39824542
560,book:Eden_(Lem_novel),cluster3,-0.98203945,0.25376955
561,book:The_Science_of_Hitting,cluster3,-0.9015193,-0.2588648
562,book:The_Way_Through_the_Woods,cluster4,-0.79871136,1.1142839
563,book:The_Encounter_(novel),cluster3,-0.99015164,-0.29978198
564,book:The_Virgin_of_Zesh_&_The_Tower_of_Zanid,cluster3,-1.0798653,-0.17850412
565,book:Wait_for_Me:_Rediscovering_the_Joy_of_Purity_in_Romance,cluster3,-0.9649004,0.056960262
566,book:Leaving_Las_Vegas_(novel),cluster3,-0.71690184,-0.0734815
567,book:The_Pillars_of_Creation,cluster0,0.3444604,-0.53903013
568,book:Golden_Wings_and_Other_Stories,cluster0,0.32202587,-0.32778463
569,book:Reasons_to_Vote_for_Democrats,cluster3,-0.86397755,-0.39049134
570,book:Class_Warfare,cluster5,-0.77515936,0.20859304
571,book:Of_Wee_Sweetie_Mice_and_Men,cluster4,-0.6092354,0.6811509
572,book:The_Bang-Bang_Club_(book),cluster1,1.0470985,0.14813793
573,book:Gather_Yourselves_Together,cluster3,-1.2664169,-0.5559459
574,book:The_Blunderer,cluster0,0.3633517,-0.32441822
575,book:Imaginings_of_Sand,cluster1,0.85826194,0.0034800225
576,"book:Gone,_Baby,_Gone_(novel)",cluster3,-1.0312089,0.044630267
577,book:Recessional_(novel),cluster3,-0.8686395,-0.17648688
578,book:The_Case_of_Thomas_N.,cluster0,0.5748928,0.15025859
579,book:Fair_Game_(memoir),cluster0,0.6125286,0.27857995
580,book:The_Mad_God's_Amulet,cluster0,0.2546235,-0.2548168
581,book:Evolution_(Baxter_novel),cluster2,0.78754026,0.8448629
582,book:Black_Coffee_(novel),cluster4,-0.79782027,1.0629504
583,book:Ivan_the_Terrible_(novel),cluster1,0.9349945,0.2357579
584,book:The_Diary_of_Ellen_Rimbauer:_My_Life_at_Rose_Red,cluster0,0.33100966,-0.39751035
585,book:The_Carpet_People,cluster4,-0.6250217,0.90649897
586,book:Strange_Fruit_(novel),cluster0,0.6877085,-0.6092571
587,book:A_Time_to_Kill_(Grisham_novel),cluster3,-1.2705599,-0.20593116
588,book:Flight_from_the_Dark,cluster4,-0.86876476,1.0079362
589,book:Infernal_(novel),cluster0,0.26682696,-0.14909188
590,book:My_Life_as_a_10-Year-Old_Boy,cluster0,0.49278662,-0.23098123
591,book:The_Smoke_at_Dawn,cluster0,0.31952602,-0.022148665
592,book:The_Alexandria_Quartet,cluster2,0.7263894,0.2154468
593,book:Measuring_the_World,cluster5,-0.7929206,0.19297329
594,book:Managers_of_Virtue,cluster1,1.4076982,0.17543979
595,book:Rescuing_Da_Vinci,cluster0,0.41740805,-0.5478075
596,book:Anastasia_at_Your_Service,cluster3,-1.1513882,-0.33308455
597,book:Mastiff_(novel),cluster0,0.44244072,-0.45593613
598,book:Black_House_(novel),cluster3,-1.0610522,-0.091260195
599,book:Cool_Gardens,cluster1,0.77877784,-0.0066683865
600,book:The_Zen_of_CSS_Design,cluster3,-0.62439007,-0.17116144
601,book:The_House_of_Hunger,cluster3,-0.92705923,-0.07438149
602,book:The_Revelation_(Applegate_novel),cluster3,-1.1243528,-0.16818762
603,book:Sure_of_You,cluster3,-1.06603,-0.30817744
604,book:The_Essential_Shinran,cluster0,0.3895453,-0.23242195
605,book:The_Year_of_the_Quiet_Sun,cluster3,-1.0013087,-0.28520396
606,book:The_Third_Wave:_Democratization_in_the_Late_Twentieth_Century,cluster0,0.5983876,-0.6283571
607,book:Call_Me_by_Your_Name_(novel),cluster3,-1.1354319,0.07361848
608,book:Let_the_Right_One_In_(novel),cluster3,-0.89575624,0.09090515
609,book:The_Dutch_House_(novel),cluster3,-0.97033286,-0.10064858
610,book:Gossip_from_the_Forest,cluster1,0.9286968,0.32944143
611,book:Casanova_(novel),cluster1,1.0523394,-0.45250657
612,book:The_Good_Man_Jesus_and_the_Scoundrel_Christ,cluster1,1.8445135,-0.57399935
613,"book:Lamb:_The_Gospel_According_to_Biff,_Christ's_Childhood_Pal",cluster3,-1.3238956,0.048861723
614,book:Shampoo_Planet,cluster5,-0.9123842,0.3084442
615,book:The_Lorax,cluster0,0.32590184,-0.44426492
616,book:Flowers_in_the_Attic,cluster0,0.28513792,-0.20902789
617,book:By_Royal_Command,cluster4,-0.44326943,1.2788963
618,book:Culture_Warrior,cluster3,-0.8118943,-0.23359935
619,book:Sidetracked_(novel),cluster3,-0.8319162,0.29506257
620,book:Moonfall_(novel),cluster3,-1.0892286,-0.13289526
621,book:Gust_Front_(novel),cluster3,-1.1030425,-0.23718743
622,book:Krakatoa:_The_Day_the_World_Exploded,cluster5,0.05629207,0.15455255
623,book:Kushiel's_Dart,cluster3,-0.9957225,-0.17792602
624,book:Legion_(Blatty_novel),cluster0,0.37073445,-0.32842234
625,book:The_Examined_Life,cluster0,0.63327825,-0.76039267
626,book:Blood_of_Amber,cluster0,0.74275094,-0.072245374
627,book:Samarkand_(novel),cluster5,0.01637145,0.021152137
628,book:Imperial_Earth,cluster2,0.57032937,0.6801322
629,book:Nebula_Winners_Fifteen,cluster3,-1.0120608,-0.5265556
630,book:The_Little_Match_Girl_(Pinkney_book),cluster3,-1.0172316,0.025756257
631,book:Raavan:_Enemy_of_Aryavarta,cluster5,-0.25846925,0.44057953
632,book:Generation_Warriors,cluster0,0.7467624,-0.74405104
633,book:The_Sublime_Object_of_Ideology,cluster4,-0.38531047,1.0659992
634,book:Cyteen,cluster0,0.25112253,-0.46370035
635,book:State_of_Denial,cluster0,0.32028416,-0.33856213
636,book:Yamada_Monogatari:_The_War_God's_Son,cluster0,0.397907,-0.44798175
637,book:Koko_(novel),cluster0,0.35360545,-0.2833488
638,book:Strandloper_(novel),cluster2,0.7120725,0.88976604
639,book:Inside_the_Third_Reich,cluster1,2.730823,-0.48239344
640,book:La_Belle_Sauvage,cluster4,-1.0435011,0.6830353
641,book:The_Republic_of_Thieves,cluster3,-1.0649482,-0.42855442
642,book:Relentless_(Koontz_novel),cluster3,-1.1151513,-0.33188224
643,book:The_Woman_Who_Rides_Like_a_Man,cluster0,0.42128006,-0.29848048
644,book:Lament_for_a_Nation,cluster1,1.3339012,-0.188436
645,book:The_Big_Book_(Alcoholics_Anonymous),cluster3,-0.86521065,-0.220006
646,book:Cities_of_the_Red_Night,cluster3,-1.0741293,-0.4218091
647,book:The_Edible_Woman,cluster1,0.9726688,0.08225745
648,book:Alias_Grace,cluster2,0.62238884,0.30134726
649,book:The_Enchanter_Reborn,cluster0,0.3104586,-0.63990664
650,book:Galileo's_Daughter,cluster1,0.85825396,0.06328484
651,book:Ragtime_(novel),cluster3,-1.132132,0.15877533
652,book:Conan_the_Savage,cluster3,-1.0904449,-0.27528903
653,book:Atonement_(novel),cluster4,-0.6311914,0.89891607
654,book:The_Great_House_of_God,cluster0,0.63615954,-0.8366978
655,book:The_Rose_That_Grew_from_Concrete_(poetry_collection),cluster3,-0.97495776,-0.33414117
656,book:Fear_(anthology),cluster3,-1.4029367,-0.23932156
657,book:No_Logo,cluster5,-0.6938704,0.04837073
658,book:The_Origin_of_Species_(short_story),cluster5,-0.60032934,-0.09344282
659,book:The_Forge_of_God,cluster0,0.31988123,-0.7020742
660,book:To_Sail_Beyond_the_Sunset,cluster0,0.26217547,-0.42543873
661,book:Batman_Animated,cluster3,-0.99921876,-0.0091802
662,book:The_Wise_Men_(book),cluster5,0.1853971,-0.04033182
663,book:Timeless_(Carriger_novel),cluster0,0.38511667,-0.4472601
664,book:This_Blinding_Absence_of_Light,cluster1,1.1857722,-0.308018
665,book:The_Structure_of_Evolutionary_Theory,cluster3,-0.96573734,-0.029530741
666,book:Captain_Corelli's_Mandolin,cluster4,-0.88126594,0.87001103
667,book:Ringworld,cluster0,0.24094197,-0.3842411
668,book:Magic_Moon,cluster0,0.64950794,0.06022182
669,book:Theatre_of_War_(novel),cluster5,-0.44539386,0.22727376
670,book:Bury_the_Chains,cluster3,-0.85532814,-0.41767874
671,book:Stranger_in_Paradise_(novel),cluster3,-0.9452709,0.34052002
672,book:Solitary_Man_(novel),cluster0,0.254428,-0.19333097
673,book:The_Life_of_the_World_to_Come,cluster0,0.4650087,-0.5368996
674,book:Darksong,cluster3,-0.98061043,-0.15738176
675,book:Dragonwings,cluster0,0.29770488,-0.058528647
676,book:The_Secret_Intensity_of_Everyday_Life,cluster2,0.85335195,0.9898084
677,book:Bill's_New_Frock,cluster5,-0.39113083,0.13467567
678,book:The_Dark_Goddess,cluster3,-0.79757005,-0.14027709
679,book:Eagles_and_Angels,cluster1,1.5594513,0.066866204
680,book:Egypt:_The_Eternal_Smile,cluster3,-0.62044287,-0.27584252
681,book:World_and_Town,cluster0,0.4477625,-0.6990423
682,book:On_What_Matters,cluster5,-0.21199489,0.06296492
683,book:Worshipping_Small_Gods,cluster0,0.32939404,-0.18199676
684,book:Horowitz_Horror,cluster4,-0.6430745,0.4729602
685,"book:Jeremy_Thatcher,_Dragon_Hatcher",cluster3,-1.0946634,-0.15640156
686,book:The_Computer_Connection,cluster0,0.31576344,-0.35258037
687,book:His_Master's_Voice_(novel),cluster3,-1.0940298,0.016015043
688,book:The_Story_of_Henri_Tod,cluster0,0.43154967,-0.052681264
689,book:With_Their_Backs_to_the_World,cluster0,0.6522165,-0.16608465
690,book:Hema_Malini:_Diva_Unveiled,cluster5,-0.7560168,0.09355396
691,book:The_Black_Tulip,cluster5,-0.4585062,0.0624098
692,book:Letting_Go_(novel),cluster3,-0.831422,-0.1625653
693,book:Marked_(novel),cluster0,0.4164739,-0.79753774
694,book:The_Forever_War,cluster0,0.33786446,-0.51922846
695,book:%22S%22_Is_for_Silence,cluster0,0.5177789,-0.38225806
696,book:Surrender_the_Pink,cluster0,0.37560785,-0.26901653
697,book:The_Complete_Cosmicomics,cluster3,-0.85392576,0.0443047
698,book:Arrow's_Fall,cluster3,-0.9378142,0.12901843
699,book:Sten_Adventures_Book_1:_Sten,cluster3,-0.9128569,-0.5977303
700,book:Garment_of_Shadows,cluster3,-0.9834923,-0.06595383
701,book:Tributes:_Remembering_Some_of_the_World's_Greatest_Wrestlers,cluster0,0.54777795,-0.6338995
702,book:Hard_Revolution,cluster3,-0.9505681,-0.042383704
703,book:Venus_on_the_Half-Shell_and_Others,cluster3,-1.0617973,-0.31380132
704,book:In_Search_of_Schrödinger's_Cat,cluster3,-0.9149116,-0.24963476
705,book:The_Whalestoe_Letters,cluster3,-1.1114113,-0.12246085
706,book:Puzzles_of_the_Black_Widowers,cluster0,0.21417475,-0.052530754
707,book:While_Mortals_Sleep_(short_story_collection),cluster3,-1.2167382,-0.09147863
708,book:The_Atlas_of_the_Dragonlance_World,cluster1,1.1022469,-0.33805558
709,book:Broken_Angels_(novel),cluster2,0.72946024,0.6954112
710,book:The_Throne_of_Fire,cluster0,0.45195645,-0.717098
711,book:The_Resurrection_Casket,cluster1,0.9327586,0.053884212
712,book:Electronic_Life,cluster0,0.26828936,-0.20266461
713,book:The_Horse_with_My_Name,cluster2,1.0821711,1.0390031
714,book:Penguins_Stopped_Play,cluster2,1.3093402,1.0395666
715,"book:Angus,_Thongs_and_Full-Frontal_Snogging",cluster2,0.8143405,0.7562077
716,book:Le_Chevalier_de_Maison-Rouge,cluster1,0.9905816,-0.35995644
717,book:Magic_in_Ithkar,cluster0,0.42063996,-0.6115776
718,book:Green_Thumb_(novel),cluster3,-0.90897775,-0.16998556
719,book:The_Bull_from_the_Sea,cluster4,-0.832386,0.8114808
720,book:Blood's_a_Rover,cluster3,-1.0350465,-0.161037
